Kod,Date,Value
1404000,2004,1.5
1405000,2004,1.5
1406000,2004,1.5
1407000,2004,1.5
1408000,2004,1.5
1409000,2004,1.5
1410000,2004,1.5
1411000,2004,1.5
1412000,2004,1.5
1413000,2004,1.5
1414000,2004,1.5
1415000,2004,1.5
1416000,2004,1.5
1417000,2004,1.5
1418000,2004,1.5
1419000,2004,1.5
1420000,2004,1.5
1421000,2004,1.5
1422000,2004,1.5
1423000,2004,1.5
1424000,2004,1.5
1425000,2004,1.5
1426000,2004,1.5
1427000,2004,1.5
1428000,2004,1.5
1429000,2004,1.5
1430000,2004,1.5
1432000,2004,1.5
1433000,2004,1.5
1434000,2004,1.5
1435000,2004,1.5
1436000,2004,1.5
1437000,2004,1.5
1438000,2004,1.5
1461000,2004,1.5
1462000,2004,1.5
1463000,2004,1.5
1464000,2004,1.5
1465000,2004,1.5
1601000,2004,1.77
1602000,2004,1.77
1603000,2004,1.77
1604000,2004,1.77
1605000,2004,1.77
1606000,2004,1.77
1607000,2004,1.77
1608000,2004,1.77
1609000,2004,1.77
1610000,2004,1.77
1611000,2004,1.77
1661000,2004,1.77
1801000,2004,1.58
1802000,2004,1.58
1803000,2004,1.58
1804000,2004,1.58
1805000,2004,1.58
1806000,2004,1.58
1807000,2004,1.58
1808000,2004,1.58
1809000,2004,1.58
1810000,2004,1.58
1811000,2004,1.58
1812000,2004,1.58
1813000,2004,1.58
1814000,2004,1.58
1815000,2004,1.58
1816000,2004,1.58
1817000,2004,1.58
1818000,2004,1.58
1819000,2004,1.58
1820000,2004,1.58
1821000,2004,1.58
1861000,2004,1.58
1862000,2004,1.58
1863000,2004,1.58
1864000,2004,1.58
2001000,2004,1.47
2002000,2004,1.47
2003000,2004,1.47
2004000,2004,1.47
2005000,2004,1.47
2006000,2004,1.47
2007000,2004,1.47
2008000,2004,1.47
2009000,2004,1.47
2010000,2004,1.47
2011000,2004,1.47
2012000,2004,1.47
2013000,2004,1.47
2014000,2004,1.47
2061000,2004,1.47
2062000,2004,1.47
2063000,2004,1.47
2201000,2004,1.57
2202000,2004,1.57
2203000,2004,1.57
2204000,2004,1.57
2205000,2004,1.57
2206000,2004,1.57
2207000,2004,1.57
2208000,2004,1.57
2209000,2004,1.57
2210000,2004,1.57
2211000,2004,1.57
2212000,2004,1.57
2213000,2004,1.57
2214000,2004,1.57
2215000,2004,1.57
2216000,2004,1.57
2261000,2004,1.57
2262000,2004,1.57
2263000,2004,1.57
2264000,2004,1.57
2401000,2004,1.58
2402000,2004,1.58
2403000,2004,1.58
2404000,2004,1.58
2405000,2004,1.58
2406000,2004,1.58
2407000,2004,1.58
2408000,2004,1.58
2409000,2004,1.58
2410000,2004,1.58
2411000,2004,1.58
2412000,2004,1.58
2413000,2004,1.58
2414000,2004,1.58
2415000,2004,1.58
2416000,2004,1.58
2417000,2004,1.58
2461000,2004,1.58
2462000,2004,1.58
2463000,2004,1.58
2464000,2004,1.58
2465000,2004,1.58
2466000,2004,1.58
2467000,2004,1.58
2468000,2004,1.58
2469000,2004,1.58
2470000,2004,1.58
2471000,2004,1.58
2472000,2004,1.58
2473000,2004,1.58
2474000,2004,1.58
2475000,2004,1.58
2476000,2004,1.58
2477000,2004,1.58
2478000,2004,1.58
2479000,2004,1.58
2601000,2004,1.56
2602000,2004,1.56
2603000,2004,1.56
2604000,2004,1.56
2605000,2004,1.56
2606000,2004,1.56
2607000,2004,1.56
2608000,2004,1.56
2609000,2004,1.56
2610000,2004,1.56
2611000,2004,1.56
2612000,2004,1.56
2613000,2004,1.56
2661000,2004,1.56
2801000,2004,1.59
2802000,2004,1.59
2803000,2004,1.59
2804000,2004,1.59
2805000,2004,1.59
2806000,2004,1.59
2807000,2004,1.59
2808000,2004,1.59
2809000,2004,1.59
2810000,2004,1.59
2811000,2004,1.59
2812000,2004,1.59
2813000,2004,1.59
2814000,2004,1.59
2815000,2004,1.59
2816000,2004,1.59
2817000,2004,1.59
2818000,2004,1.59
2819000,2004,1.59
2861000,2004,1.59
2862000,2004,1.59
3001000,2004,1.66
3002000,2004,1.66
3003000,2004,1.66
3004000,2004,1.66
3005000,2004,1.66
3006000,2004,1.66
3007000,2004,1.66
3008000,2004,1.66
3009000,2004,1.66
3010000,2004,1.66
3011000,2004,1.66
3012000,2004,1.66
3013000,2004,1.66
3014000,2004,1.66
3015000,2004,1.66
3016000,2004,1.66
3017000,2004,1.66
3018000,2004,1.66
3019000,2004,1.66
3020000,2004,1.66
3021000,2004,1.66
3022000,2004,1.66
3023000,2004,1.66
3024000,2004,1.66
3025000,2004,1.66
3026000,2004,1.66
3027000,2004,1.66
3028000,2004,1.66
3029000,2004,1.66
3030000,2004,1.66
3031000,2004,1.66
3061000,2004,1.66
3062000,2004,1.66
3063000,2004,1.66
3064000,2004,1.66
3201000,2004,1.59
3202000,2004,1.59
3203000,2004,1.59
3204000,2004,1.59
3205000,2004,1.59
3206000,2004,1.59
3207000,2004,1.59
3208000,2004,1.59
3209000,2004,1.59
3210000,2004,1.59
3211000,2004,1.59
3212000,2004,1.59
3213000,2004,1.59
3214000,2004,1.59
3215000,2004,1.59
3216000,2004,1.59
3217000,2004,1.59
3218000,2004,1.59
3261000,2004,1.59
3262000,2004,1.59
3263000,2004,1.59
201000,2005,1.61
202000,2005,1.61
203000,2005,1.61
204000,2005,1.61
205000,2005,1.61
206000,2005,1.61
207000,2005,1.61
208000,2005,1.61
209000,2005,1.61
210000,2005,1.61
211000,2005,1.61
212000,2005,1.61
213000,2005,1.61
214000,2005,1.61
215000,2005,1.61
216000,2005,1.61
217000,2005,1.61
218000,2005,1.61
219000,2005,1.61
220000,2005,1.61
221000,2005,1.61
222000,2005,1.61
223000,2005,1.61
224000,2005,1.61
225000,2005,1.61
226000,2005,1.61
261000,2005,1.61
262000,2005,1.61
263000,2005,1.61
264000,2005,1.61
265000,2005,1.61
401000,2005,1.56
402000,2005,1.56
403000,2005,1.56
404000,2005,1.56
405000,2005,1.56
406000,2005,1.56
407000,2005,1.56
408000,2005,1.56
409000,2005,1.56
410000,2005,1.56
411000,2005,1.56
412000,2005,1.56
413000,2005,1.56
414000,2005,1.56
415000,2005,1.56
416000,2005,1.56
417000,2005,1.56
418000,2005,1.56
419000,2005,1.56
461000,2005,1.56
462000,2005,1.56
463000,2005,1.56
464000,2005,1.56
601000,2005,1.59
602000,2005,1.59
603000,2005,1.59
604000,2005,1.59
605000,2005,1.59
606000,2005,1.59
607000,2005,1.59
608000,2005,1.59
609000,2005,1.59
610000,2005,1.59
611000,2005,1.59
612000,2005,1.59
613000,2005,1.59
614000,2005,1.59
615000,2005,1.59
616000,2005,1.59
617000,2005,1.59
618000,2005,1.59
619000,2005,1.59
620000,2005,1.59
661000,2005,1.59
662000,2005,1.59
663000,2005,1.59
664000,2005,1.59
801000,2005,1.65
802000,2005,1.65
803000,2005,1.65
804000,2005,1.65
805000,2005,1.65
806000,2005,1.65
807000,2005,1.65
808000,2005,1.65
809000,2005,1.65
810000,2005,1.65
811000,2005,1.65
812000,2005,1.65
861000,2005,1.65
862000,2005,1.65
1001000,2005,1.47
1002000,2005,1.47
1003000,2005,1.47
1004000,2005,1.47
1005000,2005,1.47
1006000,2005,1.47
1007000,2005,1.47
1008000,2005,1.47
1009000,2005,1.47
1010000,2005,1.47
1011000,2005,1.47
1012000,2005,1.47
1013000,2005,1.47
1014000,2005,1.47
1015000,2005,1.47
1016000,2005,1.47
1017000,2005,1.47
1018000,2005,1.47
1019000,2005,1.47
1020000,2005,1.47
1021000,2005,1.47
1061000,2005,1.47
1062000,2005,1.47
1063000,2005,1.47
1201000,2005,1.41
1202000,2005,1.41
1203000,2005,1.41
1204000,2005,1.41
1205000,2005,1.41
1206000,2005,1.41
1207000,2005,1.41
1208000,2005,1.41
1209000,2005,1.41
1210000,2005,1.41
1211000,2005,1.41
1212000,2005,1.41
1213000,2005,1.41
1214000,2005,1.41
1215000,2005,1.41
1216000,2005,1.41
1217000,2005,1.41
1218000,2005,1.41
1219000,2005,1.41
1261000,2005,1.41
1262000,2005,1.41
1263000,2005,1.41
1401000,2005,1.42
1402000,2005,1.42
1403000,2005,1.42
1404000,2005,1.42
1405000,2005,1.42
1406000,2005,1.42
1407000,2005,1.42
1408000,2005,1.42
1409000,2005,1.42
1410000,2005,1.42
1411000,2005,1.42
1412000,2005,1.42
1413000,2005,1.42
1414000,2005,1.42
1415000,2005,1.42
1416000,2005,1.42
1417000,2005,1.42
1418000,2005,1.42
1419000,2005,1.42
1420000,2005,1.42
1421000,2005,1.42
1422000,2005,1.42
1423000,2005,1.42
1424000,2005,1.42
1425000,2005,1.42
1426000,2005,1.42
1427000,2005,1.42
1428000,2005,1.42
1429000,2005,1.42
1430000,2005,1.42
1432000,2005,1.42
1433000,2005,1.42
1434000,2005,1.42
1435000,2005,1.42
1436000,2005,1.42
1437000,2005,1.42
1438000,2005,1.42
1461000,2005,1.42
1462000,2005,1.42
1463000,2005,1.42
1464000,2005,1.42
1465000,2005,1.42
1601000,2005,1.7
1602000,2005,1.7
1603000,2005,1.7
1604000,2005,1.7
1605000,2005,1.7
1606000,2005,1.7
1607000,2005,1.7
1608000,2005,1.7
1609000,2005,1.7
1610000,2005,1.7
1611000,2005,1.7
1661000,2005,1.7
1801000,2005,1.49
1802000,2005,1.49
1803000,2005,1.49
1804000,2005,1.49
1805000,2005,1.49
1806000,2005,1.49
1807000,2005,1.49
1808000,2005,1.49
1809000,2005,1.49
1810000,2005,1.49
1811000,2005,1.49
1812000,2005,1.49
1813000,2005,1.49
1814000,2005,1.49
1815000,2005,1.49
1816000,2005,1.49
1817000,2005,1.49
1818000,2005,1.49
1819000,2005,1.49
1820000,2005,1.49
1821000,2005,1.49
1861000,2005,1.49
1862000,2005,1.49
1863000,2005,1.49
1864000,2005,1.49
2001000,2005,1.58
2002000,2005,1.58
2003000,2005,1.58
2004000,2005,1.58
2005000,2005,1.58
2006000,2005,1.58
2007000,2005,1.58
2008000,2005,1.58
2009000,2005,1.58
2010000,2005,1.58
2011000,2005,1.58
2012000,2005,1.58
2013000,2005,1.58
2014000,2005,1.58
2061000,2005,1.58
2062000,2005,1.58
2063000,2005,1.58
2201000,2005,1.53
2202000,2005,1.53
2203000,2005,1.53
2204000,2005,1.53
2205000,2005,1.53
2206000,2005,1.53
2207000,2005,1.53
2208000,2005,1.53
2209000,2005,1.53
2210000,2005,1.53
2211000,2005,1.53
2212000,2005,1.53
2213000,2005,1.53
2214000,2005,1.53
2215000,2005,1.53
2216000,2005,1.53
2261000,2005,1.53
2262000,2005,1.53
2263000,2005,1.53
2264000,2005,1.53
2401000,2005,1.51
2402000,2005,1.51
2403000,2005,1.51
2404000,2005,1.51
2405000,2005,1.51
2406000,2005,1.51
2407000,2005,1.51
2408000,2005,1.51
2409000,2005,1.51
2410000,2005,1.51
2411000,2005,1.51
2412000,2005,1.51
2413000,2005,1.51
2414000,2005,1.51
2415000,2005,1.51
2416000,2005,1.51
2417000,2005,1.51
2461000,2005,1.51
2462000,2005,1.51
2463000,2005,1.51
2464000,2005,1.51
2465000,2005,1.51
2466000,2005,1.51
2467000,2005,1.51
2468000,2005,1.51
2469000,2005,1.51
2470000,2005,1.51
2471000,2005,1.51
2472000,2005,1.51
2473000,2005,1.51
2474000,2005,1.51
2475000,2005,1.51
2476000,2005,1.51
2477000,2005,1.51
2478000,2005,1.51
2479000,2005,1.51
2601000,2005,1.46
2602000,2005,1.46
2603000,2005,1.46
2604000,2005,1.46
2605000,2005,1.46
2606000,2005,1.46
2607000,2005,1.46
2608000,2005,1.46
2609000,2005,1.46
2610000,2005,1.46
2611000,2005,1.46
2612000,2005,1.46
2613000,2005,1.46
2661000,2005,1.46
2801000,2005,1.6
2802000,2005,1.6
2803000,2005,1.6
2804000,2005,1.6
2805000,2005,1.6
2806000,2005,1.6
2807000,2005,1.6
2808000,2005,1.6
2809000,2005,1.6
2810000,2005,1.6
2811000,2005,1.6
2812000,2005,1.6
2813000,2005,1.6
2814000,2005,1.6
2815000,2005,1.6
2816000,2005,1.6
2817000,2005,1.6
2818000,2005,1.6
2819000,2005,1.6
2861000,2005,1.6
2862000,2005,1.6
3001000,2005,1.61
3002000,2005,1.61
3003000,2005,1.61
3004000,2005,1.61
3005000,2005,1.61
3006000,2005,1.61
3007000,2005,1.61
3008000,2005,1.61
3009000,2005,1.61
3010000,2005,1.61
3011000,2005,1.61
3012000,2005,1.61
3013000,2005,1.61
3014000,2005,1.61
3015000,2005,1.61
3016000,2005,1.61
3017000,2005,1.61
3018000,2005,1.61
3019000,2005,1.61
3020000,2005,1.61
3021000,2005,1.61
3022000,2005,1.61
3023000,2005,1.61
3024000,2005,1.61
3025000,2005,1.61
3026000,2005,1.61
3027000,2005,1.61
3028000,2005,1.61
3029000,2005,1.61
3030000,2005,1.61
3031000,2005,1.61
3061000,2005,1.61
3062000,2005,1.61
3063000,2005,1.61
3064000,2005,1.61
3201000,2005,1.6
3202000,2005,1.6
3203000,2005,1.6
3204000,2005,1.6
3205000,2005,1.6
3206000,2005,1.6
3207000,2005,1.6
3208000,2005,1.6
3209000,2005,1.6
3210000,2005,1.6
3211000,2005,1.6
3212000,2005,1.6
3213000,2005,1.6
3214000,2005,1.6
3215000,2005,1.6
3216000,2005,1.6
3217000,2005,1.6
3218000,2005,1.6
3261000,2005,1.6
3262000,2005,1.6
3263000,2005,1.6
201000,2006,1.57
202000,2006,1.57
203000,2006,1.57
204000,2006,1.57
205000,2006,1.57
206000,2006,1.57
207000,2006,1.57
208000,2006,1.57
209000,2006,1.57
210000,2006,1.57
211000,2006,1.57
212000,2006,1.57
213000,2006,1.57
214000,2006,1.57
215000,2006,1.57
216000,2006,1.57
217000,2006,1.57
218000,2006,1.57
219000,2006,1.57
220000,2006,1.57
221000,2006,1.57
222000,2006,1.57
223000,2006,1.57
224000,2006,1.57
225000,2006,1.57
226000,2006,1.57
261000,2006,1.57
262000,2006,1.57
263000,2006,1.57
264000,2006,1.57
265000,2006,1.57
401000,2006,1.51
402000,2006,1.51
403000,2006,1.51
404000,2006,1.51
405000,2006,1.51
406000,2006,1.51
407000,2006,1.51
408000,2006,1.51
409000,2006,1.51
410000,2006,1.51
411000,2006,1.51
412000,2006,1.51
413000,2006,1.51
414000,2006,1.51
415000,2006,1.51
416000,2006,1.51
417000,2006,1.51
418000,2006,1.51
419000,2006,1.51
461000,2006,1.51
462000,2006,1.51
463000,2006,1.51
464000,2006,1.51
601000,2006,1.5
602000,2006,1.5
603000,2006,1.5
604000,2006,1.5
605000,2006,1.5
606000,2006,1.5
607000,2006,1.5
608000,2006,1.5
609000,2006,1.5
610000,2006,1.5
611000,2006,1.5
612000,2006,1.5
613000,2006,1.5
614000,2006,1.5
615000,2006,1.5
616000,2006,1.5
617000,2006,1.5
618000,2006,1.5
619000,2006,1.5
620000,2006,1.5
661000,2006,1.5
662000,2006,1.5
663000,2006,1.5
664000,2006,1.5
801000,2006,1.54
802000,2006,1.54
803000,2006,1.54
804000,2006,1.54
805000,2006,1.54
806000,2006,1.54
807000,2006,1.54
808000,2006,1.54
809000,2006,1.54
810000,2006,1.54
811000,2006,1.54
812000,2006,1.54
861000,2006,1.54
862000,2006,1.54
1001000,2006,1.37
1002000,2006,1.37
1003000,2006,1.37
1004000,2006,1.37
1005000,2006,1.37
1006000,2006,1.37
1007000,2006,1.37
1008000,2006,1.37
1009000,2006,1.37
1010000,2006,1.37
1011000,2006,1.37
1012000,2006,1.37
1013000,2006,1.37
1014000,2006,1.37
1015000,2006,1.37
1016000,2006,1.37
1017000,2006,1.37
1018000,2006,1.37
1019000,2006,1.37
1020000,2006,1.37
1021000,2006,1.37
1061000,2006,1.37
1062000,2006,1.37
1063000,2006,1.37
1201000,2006,1.38
1202000,2006,1.38
1203000,2006,1.38
1204000,2006,1.38
1205000,2006,1.38
1206000,2006,1.38
1207000,2006,1.38
1208000,2006,1.38
1209000,2006,1.38
1210000,2006,1.38
1211000,2006,1.38
1212000,2006,1.38
1213000,2006,1.38
1214000,2006,1.38
1215000,2006,1.38
1216000,2006,1.38
1217000,2006,1.38
1218000,2006,1.38
1219000,2006,1.38
1261000,2006,1.38
1262000,2006,1.38
1263000,2006,1.38
1401000,2006,1.34
1402000,2006,1.34
1403000,2006,1.34
1404000,2006,1.34
1405000,2006,1.34
1406000,2006,1.34
1407000,2006,1.34
1408000,2006,1.34
1409000,2006,1.34
1410000,2006,1.34
1411000,2006,1.34
1412000,2006,1.34
1413000,2006,1.34
1414000,2006,1.34
1415000,2006,1.34
1416000,2006,1.34
1417000,2006,1.34
1418000,2006,1.34
1419000,2006,1.34
1420000,2006,1.34
1421000,2006,1.34
1422000,2006,1.34
