,Kod,Date,Value
1085,2861000,2004,515.0
1086,2862000,2004,392.0
1087,3001000,2004,145.0
1088,3002000,2004,280.0
1089,3003000,2004,566.0
1090,3004000,2004,373.0
1091,3005000,2004,253.0
1092,3006000,2004,328.0
1093,3007000,2004,351.0
1094,3008000,2004,275.0
1095,3009000,2004,498.0
1096,3010000,2004,527.0
1097,3011000,2004,316.0
1098,3012000,2004,361.0
1099,3013000,2004,207.0
1100,3014000,2004,179.0
1101,3015000,2004,339.0
1102,3016000,2004,216.0
1103,3017000,2004,688.0
1104,3018000,2004,299.0
1105,3019000,2004,388.0
1106,3020000,2004,335.0
1107,3021000,2004,963.0
1108,3022000,2004,316.0
1109,3023000,2004,231.0
1110,3024000,2004,357.0
1111,3025000,2004,213.0
1112,3026000,2004,229.0
1113,3027000,2004,415.0
1114,3028000,2004,197.0
1115,3029000,2004,232.0
1116,3030000,2004,364.0
1117,3031000,2004,219.0
1118,3061000,2004,492.0
1119,3062000,2004,257.0
1120,3063000,2004,237.0
1121,3064000,2004,2556.0
1122,3201000,2004,241.0
1123,3202000,2004,217.0
1124,3203000,2004,225.0
1125,3204000,2004,307.0
1126,3205000,2004,255.0
1127,3206000,2004,349.0
1128,3207000,2004,231.0
1129,3208000,2004,231.0
1130,3209000,2004,248.0
1131,3210000,2004,315.0
1132,3211000,2004,163.0
1133,3212000,2004,188.0
1134,3213000,2004,250.0
1135,3214000,2004,390.0
1136,3215000,2004,350.0
1137,3216000,2004,241.0
1138,3217000,2004,218.0
1139,3218000,2004,175.0
1140,3261000,2004,383.0
1141,3262000,2004,1642.0
1142,3263000,2004,147.0
1143,201000,2005,370.0
1144,202000,2005,549.0
1145,203000,2005,283.0
1146,204000,2005,167.0
1147,205000,2005,263.0
1148,206000,2005,348.0
1149,207000,2005,213.0
1150,208000,2005,972.0
1151,209000,2005,280.0
1152,210000,2005,323.0
1153,211000,2005,343.0
1154,212000,2005,233.0
1155,213000,2005,187.0
1156,214000,2005,446.0
1157,215000,2005,286.0
1158,216000,2005,221.0
1159,217000,2005,234.0
1160,218000,2005,263.0
1161,219000,2005,733.0
1162,220000,2005,365.0
1163,221000,2005,1051.0
1164,222000,2005,226.0
1165,223000,2005,442.0
1166,224000,2005,389.0
1167,225000,2005,452.0
1168,226000,2005,230.0
1169,261000,2005,391.0
1170,262000,2005,464.0
1171,263000,2005,
1172,264000,2005,2947.0
1173,265000,2005,
1174,401000,2005,340.0
1175,402000,2005,340.0
1176,403000,2005,351.0
1177,404000,2005,223.0
1178,405000,2005,171.0
1179,406000,2005,161.0
1180,407000,2005,753.0
1181,408000,2005,290.0
1182,409000,2005,222.0
1183,410000,2005,366.0
1184,411000,2005,217.0
1185,412000,2005,225.0
1186,413000,2005,167.0
1187,414000,2005,393.0
1188,415000,2005,274.0
1189,416000,2005,186.0
1190,417000,2005,158.0
1191,418000,2005,462.0
1192,419000,2005,292.0
1193,461000,2005,1384.0
1194,462000,2005,437.0
1195,463000,2005,705.0
1196,464000,2005,487.0
1197,601000,2005,746.0
1198,602000,2005,497.0
1199,603000,2005,498.0
1200,604000,2005,333.0
1201,605000,2005,332.0
1202,606000,2005,535.0
1203,607000,2005,606.0
1204,608000,2005,563.0
1205,609000,2005,880.0
1206,610000,2005,243.0
1207,611000,2005,606.0
1208,612000,2005,384.0
1209,613000,2005,238.0
1210,614000,2005,522.0
1211,615000,2005,332.0
1212,616000,2005,313.0
1213,617000,2005,344.0
1214,618000,2005,505.0
1215,619000,2005,245.0
1216,620000,2005,643.0
1217,661000,2005,192.0
1218,662000,2005,293.0
1219,663000,2005,1490.0
1220,664000,2005,197.0
1221,801000,2005,215.0
1222,802000,2005,258.0
1223,803000,2005,209.0
1224,804000,2005,314.0
1225,805000,2005,156.0
1226,806000,2005,185.0
1227,807000,2005,145.0
1228,808000,2005,247.0
1229,809000,2005,297.0
1230,810000,2005,372.0
1231,811000,2005,463.0
1232,812000,2005,134.0
1233,861000,2005,422.0
1234,862000,2005,385.0
1235,1001000,2005,435.0
1236,1002000,2005,616.0
1237,1003000,2005,288.0
1238,1004000,2005,384.0
1239,1005000,2005,520.0
1240,1006000,2005,330.0
1241,1007000,2005,482.0
1242,1008000,2005,609.0
1243,1009000,2005,317.0
1244,1010000,2005,547.0
1245,1011000,2005,258.0
1246,1012000,2005,720.0
1247,1013000,2005,260.0
1248,1014000,2005,623.0
1249,1015000,2005,253.0
1250,1016000,2005,771.0
1251,1017000,2005,471.0
1252,1018000,2005,292.0
1253,1019000,2005,317.0
1254,1020000,2005,875.0
1255,1021000,2005,200.0
1256,1061000,2005,4273.0
1257,1062000,2005,395.0
1258,1063000,2005,190.0
1259,1201000,2005,424.0
1260,1202000,2005,412.0
1261,1203000,2005,539.0
1262,1204000,2005,230.0
1263,1205000,2005,513.0
1264,1206000,2005,1223.0
1265,1207000,2005,436.0
1266,1208000,2005,370.0
1267,1209000,2005,496.0
1268,1210000,2005,683.0
1269,1211000,2005,700.0
1270,1212000,2005,521.0
1271,1213000,2005,649.0
1272,1214000,2005,243.0
1273,1215000,2005,380.0
1274,1216000,2005,798.0
1275,1217000,2005,298.0
1276,1218000,2005,658.0
1277,1219000,2005,478.0
1278,1261000,2005,3249.0
1279,1262000,2005,280.0
1280,1263000,2005,518.0
1281,1401000,2005,166.0
1282,1402000,2005,403.0
1283,1403000,2005,616.0
1284,1404000,2005,204.0
1285,1405000,2005,333.0
1286,1406000,2005,552.0
1287,1407000,2005,338.0
1288,1408000,2005,294.0
1289,1409000,2005,256.0
1290,1410000,2005,192.0
1291,1411000,2005,246.0
1292,1412000,2005,645.0
1293,1413000,2005,322.0
1294,1414000,2005,285.0
1295,1415000,2005,354.0
1296,1416000,2005,402.0
1297,1417000,2005,517.0
1298,1418000,2005,498.0
1299,1419000,2005,524.0
1300,1420000,2005,470.0
1301,1421000,2005,588.0
1302,1422000,2005,272.0
1303,1423000,2005,280.0
1304,1424000,2005,203.0
1305,1425000,2005,591.0
1306,1426000,2005,454.0
1307,1427000,2005,253.0
1308,1428000,2005,394.0
1309,1429000,2005,377.0
1310,1430000,2005,191.0
1311,1432000,2005,343.0
1312,1433000,2005,383.0
1313,1434000,2005,736.0
1314,1435000,2005,299.0
1315,1436000,2005,243.0
1316,1437000,2005,206.0
1317,1438000,2005,348.0
1318,1461000,2005,155.0
1319,1462000,2005,395.0
1320,1463000,2005,836.0
1321,1464000,2005,263.0
1322,1465000,2005,6593.0
1323,1601000,2005,381.0
1324,1602000,2005,321.0
1325,1603000,2005,436.0
1326,1604000,2005,296.0
1327,1605000,2005,262.0
1328,1606000,2005,174.0
1329,1607000,2005,729.0
1330,1608000,2005,343.0
1331,1609000,2005,530.0
1332,1610000,2005,348.0
1333,1611000,2005,359.0
1334,1661000,2005,486.0
1335,1801000,2005,85.0
1336,1802000,2005,278.0
1337,1803000,2005,578.0
1338,1804000,2005,670.0
1339,1805000,2005,431.0
1340,1806000,2005,282.0
1341,1807000,2005,480.0
1342,1808000,2005,310.0
1343,1809000,2005,286.0
1344,1810000,2005,396.0
1345,1811000,2005,449.0
1346,1812000,2005,379.0
1347,1813000,2005,372.0
1348,1814000,2005,440.0
1349,1815000,2005,330.0
1350,1816000,2005,791.0
1351,1817000,2005,353.0
1352,1818000,2005,460.0
1353,1819000,2005,275.0
1354,1820000,2005,241.0
1355,1821000,2005,89.0
1356,1861000,2005,165.0
1357,1862000,2005,322.0
1358,1863000,2005,541.0
1359,1864000,2005,161.0
1360,2001000,2005,206.0
1361,2002000,2005,546.0
1362,2003000,2005,284.0
1363,2004000,2005,192.0
1364,2005000,2005,310.0
1365,2006000,2005,134.0
1366,2007000,2005,194.0
1367,2008000,2005,167.0
1368,2009000,2005,83.0
1369,2010000,2005,261.0
1370,2011000,2005,371.0
1371,2012000,2005,140.0
1372,2013000,2005,304.0
1373,2014000,2005,143.0
1374,2061000,2005,791.0
1375,2062000,2005,137.0
1376,2063000,2005,153.0
1377,2201000,2005,268.0
1378,2202000,2005,338.0
1379,2203000,2005,194.0
1380,2204000,2005,261.0
1381,2205000,2005,309.0
1382,2206000,2005,235.0
1383,2207000,2005,299.0
1384,2208000,2005,206.0
1385,2209000,2005,257.0
1386,2210000,2005,170.0
1387,2211000,2005,241.0
1388,2212000,2005,328.0
1389,2213000,2005,462.0
1390,2214000,2005,441.0
1391,2215000,2005,499.0
1392,2216000,2005,194.0
1393,2261000,2005,1815.0
1394,2262000,2005,998.0
1395,2263000,2005,339.0
1396,2264000,2005,225.0
1397,2401000,2005,868.0
1398,2402000,2005,699.0
1399,2403000,2005,784.0
1400,2404000,2005,838.0
1401,2405000,2005,486.0
1402,2406000,2005,405.0
1403,2407000,2005,356.0
1404,2408000,2005,415.0
1405,2409000,2005,434.0
1406,2410000,2005,384.0
1407,2411000,2005,440.0
1408,2412000,2005,284.0
1409,2413000,2005,602.0
1410,2414000,2005,214.0
1411,2415000,2005,601.0
1412,2416000,2005,753.0
1413,2417000,2005,901.0
1414,2461000,2005,848.0
1415,2462000,2005,824.0
1416,2463000,2005,770.0
1417,2464000,2005,1299.0
1418,2465000,2005,660.0
1419,2466000,2005,786.0
1420,2467000,2005,224.0
1421,2468000,2005,470.0
1422,2469000,2005,1594.0
1423,2470000,2005,293.0
1424,2471000,2005,307.0
1425,2472000,2005,734.0
1426,2473000,2005,510.0
1427,2474000,2005,346.0
1428,2475000,2005,1148.0
1429,2476000,2005,308.0
1430,2477000,2005,456.0
1431,2478000,2005,697.0
1432,2479000,2005,163.0
1433,2601000,2005,398.0
1434,2602000,2005,506.0
1435,2603000,2005,247.0
1436,2604000,2005,863.0
1437,2605000,2005,476.0
1438,2606000,2005,341.0
1439,2607000,2005,618.0
1440,2608000,2005,242.0
1441,2609000,2005,467.0
1442,2610000,2005,510.0
1443,2611000,2005,469.0
1444,2612000,2005,401.0
1445,2613000,2005,269.0
1446,2661000,2005,699.0
1447,2801000,2005,226.0
1448,2802000,2005,185.0
1449,2803000,2005,228.0
1450,2804000,2005,195.0
1451,2805000,2005,263.0
1452,2806000,2005,246.0
1453,2807000,2005,292.0
1454,2808000,2005,276.0
1455,2809000,2005,184.0
1456,2810000,2005,180.0
1457,2811000,2005,105.0
1458,2812000,2005,133.0
1459,2813000,2005,142.0
1460,2814000,2005,367.0
1461,2815000,2005,340.0
1462,2816000,2005,184.0
1463,2817000,2005,229.0
1464,2818000,2005,85.0
1465,2819000,2005,78.0
1466,2861000,2005,450.0
1467,2862000,2005,452.0
1468,3001000,2005,171.0
1469,3002000,2005,273.0
1470,3003000,2005,538.0
1471,3004000,2005,339.0
1472,3005000,2005,230.0
1473,3006000,2005,302.0
1474,3007000,2005,352.0
1475,3008000,2005,245.0
1476,3009000,2005,490.0
1477,3010000,2005,489.0
1478,3011000,2005,320.0
1479,3012000,2005,334.0
1480,3013000,2005,201.0
1481,3014000,2005,131.0
1482,3015000,2005,301.0
1483,3016000,2005,171.0
1484,3017000,2005,683.0
1485,3018000,2005,297.0
1486,3019000,2005,407.0
1487,3020000,2005,280.0
1488,3021000,2005,953.0
1489,3022000,2005,303.0
1490,3023000,2005,241.0
1491,3024000,2005,270.0
1492,3025000,2005,243.0
1493,3026000,2005,199.0
1494,3027000,2005,386.0
1495,3028000,2005,195.0
1496,3029000,2005,225.0
1497,3030000,2005,283.0
1498,3031000,2005,236.0
1499,3061000,2005,466.0
1500,3062000,2005,279.0
1501,3063000,2005,284.0
1502,3064000,2005,2406.0
1503,3201000,2005,247.0
1504,3202000,2005,186.0
1505,3203000,2005,289.0
1506,3204000,2005,323.0
1507,3205000,2005,269.0
1508,3206000,2005,349.0
1509,3207000,2005,242.0
1510,3208000,2005,218.0
1511,3209000,2005,226.0
1512,3210000,2005,288.0
1513,3211000,2005,161.0
1514,3212000,2005,172.0
1515,3213000,2005,256.0
1516,3214000,2005,436.0
1517,3215000,2005,373.0
1518,3216000,2005,209.0
1519,3217000,2005,264.0
1520,3218000,2005,186.0
1521,3261000,2005,398.0
1522,3262000,2005,1721.0
1523,3263000,2005,162.0
1524,201000,2006,338.0
1525,202000,2006,568.0
1526,203000,2006,288.0
1527,204000,2006,172.0
1528,205000,2006,272.0
1529,206000,2006,307.0
1530,207000,2006,231.0
1531,208000,2006,951.0
1532,209000,2006,252.0
1533,210000,2006,323.0
1534,211000,2006,334.0
1535,212000,2006,279.0
1536,213000,2006,174.0
1537,214000,2006,478.0
1538,215000,2006,250.0
1539,216000,2006,226.0
1540,217000,2006,238.0
1541,218000,2006,272.0
1542,219000,2006,772.0
1543,220000,2006,369.0
1544,221000,2006,1120.0
1545,222000,2006,249.0
1546,223000,2006,427.0
1547,224000,2006,389.0
1548,225000,2006,500.0
1549,226000,2006,230.0
1550,261000,2006,446.0
1551,262000,2006,427.0
1552,263000,2006,
1553,264000,2006,3109.0
1554,265000,2006,
1555,401000,2006,329.0
1556,402000,2006,315.0
1557,403000,2006,314.0
1558,404000,2006,201.0
1559,405000,2006,182.0
1560,406000,2006,150.0
1561,407000,2006,782.0
1562,408000,2006,331.0
1563,409000,2006,245.0
1564,410000,2006,396.0
1565,411000,2006,216.0
1566,412000,2006,224.0
1567,413000,2006,156.0
1568,414000,2006,427.0
1569,415000,2006,282.0
1570,416000,2006,225.0
1571,417000,2006,141.0
1572,418000,2006,482.0
1573,419000,2006,302.0
1574,461000,2006,1546.0
1575,462000,2006,473.0
1576,463000,2006,669.0
1577,464000,2006,495.0
1578,601000,2006,753.0
1579,602000,2006,477.0
1580,603000,2006,553.0
1581,604000,2006,307.0
1582,605000,2006,264.0
1583,606000,2006,493.0
1584,607000,2006,583.0
1585,608000,2006,543.0
1586,609000,2006,801.0
1587,610000,2006,225.0
1588,611000,2006,549.0
1589,612000,2006,430.0
1590,613000,2006,216.0
1591,614000,2006,507.0
1592,615000,2006,318.0
1593,616000,2006,323.0
1594,617000,2006,328.0
1595,618000,2006,467.0
1596,619000,2006,246.0
1597,620000,2006,619.0
1598,661000,2006,175.0
1599,662000,2006,283.0
1600,663000,2006,1378.0
1601,664000,2006,203.0
1602,801000,2006,257.0
1603,802000,2006,279.0
1604,803000,2006,249.0
1605,804000,2006,361.0
1606,805000,2006,191.0
1607,806000,2006,220.0
1608,807000,2006,170.0
1609,808000,2006,239.0
1610,809000,2006,300.0
1611,810000,2006,413.0
1612,811000,2006,483.0
1613,812000,2006,138.0
1614,861000,2006,420.0
1615,862000,2006,392.0
1616,1001000,2006,423.0
1617,1002000,2006,618.0
1618,1003000,2006,278.0
1619,1004000,2006,374.0
1620,1005000,2006,542.0
1621,1006000,2006,339.0
1622,1007000,2006,471.0
1623,1008000,2006,636.0
1624,1009000,2006,277.0
1625,1010000,2006,554.0
1626,1011000,2006,286.0
1627,1012000,2006,646.0
1628,1013000,2006,231.0
1629,1014000,2006,623.0
1630,1015000,2006,239.0
1631,1016000,2006,665.0
1632,1017000,2006,444.0
1633,1018000,2006,257.0
1634,1019000,2006,324.0
1635,1020000,2006,828.0
1636,1021000,2006,205.0
1637,1061000,2006,4248.0
1638,1062000,2006,423.0
1639,1063000,2006,192.0
1640,1201000,2006,417.0
1641,1202000,2006,429.0
1642,1203000,2006,547.0
1643,1204000,2006,261.0
1644,1205000,2006,517.0
1645,1206000,2006,1127.0
1646,1207000,2006,492.0
1647,1208000,2006,349.0
1648,1209000,2006,471.0
1649,1210000,2006,668.0
1650,1211000,2006,657.0
1651,1212000,2006,500.0
1652,1213000,2006,657.0
1653,1214000,2006,224.0
1654,1215000,2006,389.0
1655,1216000,2006,796.0
1656,1217000,2006,287.0
1657,1218000,2006,662.0
1658,1219000,2006,469.0
1659,1261000,2006,3141.0
1660,1262000,2006,262.0
1661,1263000,2006,512.0
1662,1401000,2006,182.0
1663,1402000,2006,387.0
1664,1403000,2006,535.0
1665,1404000,2006,212.0
1666,1405000,2006,337.0
1667,1406000,2006,530.0
1668,1407000,2006,306.0
1669,1408000,2006,317.0
1670,1409000,2006,249.0
1671,1410000,2006,206.0
1672,1411000,2006,255.0
1673,1412000,2006,679.0
1674,1413000,2006,375.0
1675,1414000,2006,288.0
1676,1415000,2006,407.0
1677,1416000,2006,403.0
1678,1417000,2006,471.0
1679,1418000,2006,501.0
1680,1419000,2006,504.0
1681,1420000,2006,468.0
1682,1421000,2006,562.0
1683,1422000,2006,286.0
1684,1423000,2006,271.0
1685,1424000,2006,234.0
1686,1425000,2006,664.0
1687,1426000,2006,425.0
1688,1427000,2006,257.0
1689,1428000,2006,449.0
1690,1429000,2006,365.0
1691,1430000,2006,203.0
1692,1432000,2006,341.0
1693,1433000,2006,355.0
1694,1434000,2006,778.0
1695,1435000,2006,274.0
1696,1436000,2006,225.0
1697,1437000,2006,211.0
1698,1438000,2006,417.0
1699,1461000,2006,134.0
1700,1462000,2006,428.0
1701,1463000,2006,884.0
1702,1464000,2006,241.0
1703,1465000,2006,6512.0
1704,1601000,2006,366.0
1705,1602000,2006,323.0
1706,1603000,2006,398.0
1707,1604000,2006,343.0
1708,1605000,2006,273.0
1709,1606000,2006,192.0
1710,1607000,2006,685.0
1711,1608000,2006,334.0
1712,1609000,2006,519.0
1713,1610000,2006,327.0
1714,1611000,2006,363.0
1715,1661000,2006,470.0
1716,1801000,2006,87.0
1717,1802000,2006,277.0
1718,1803000,2006,533.0
1719,1804000,2006,632.0
1720,1805000,2006,478.0
1721,1806000,2006,251.0
1722,1807000,2006,440.0
1723,1808000,2006,278.0
1724,1809000,2006,279.0
1725,1810000,2006,396.0
1726,1811000,2006,414.0
1727,1812000,2006,328.0
1728,1813000,2006,283.0
1729,1814000,2006,388.0
1730,1815000,2006,313.0
1731,1816000,2006,757.0
1732,1817000,2006,322.0
1733,1818000,2006,499.0
1734,1819000,2006,261.0
1735,1820000,2006,245.0
1736,1821000,2006,72.0
1737,1861000,2006,148.0
1738,1862000,2006,295.0
1739,1863000,2006,513.0
1740,1864000,2006,167.0
1741,2001000,2006,231.0
1742,2002000,2006,663.0
1743,2003000,2006,367.0
1744,2004000,2006,193.0
1745,2005000,2006,307.0
1746,2006000,2006,162.0
1747,2007000,2006,210.0
1748,2008000,2006,203.0
1749,2009000,2006,119.0
1750,2010000,2006,262.0
1751,2011000,2006,399.0
1752,2012000,2006,179.0
1753,2013000,2006,378.0
1754,2014000,2006,192.0
1755,2061000,2006,864.0
1756,2062000,2006,167.0
1757,2063000,2006,211.0
1758,2201000,2006,240.0
1759,2202000,2006,334.0
1760,2203000,2006,179.0
1761,2204000,2006,260.0
1762,2205000,2006,327.0
1763,2206000,2006,239.0
1764,2207000,2006,315.0
1765,2208000,2006,213.0
1766,2209000,2006,282.0
1767,2210000,2006,151.0
1768,2211000,2006,231.0
1769,2212000,2006,252.0
1770,2213000,2006,458.0
1771,2214000,2006,433.0
1772,2215000,2006,499.0
1773,2216000,2006,187.0
1774,2261000,2006,1911.0
1775,2262000,2006,984.0
1776,2263000,2006,347.0
1777,2264000,2006,213.0
1778,2401000,2006,921.0
1779,2402000,2006,714.0
1780,2403000,2006,834.0
1781,2404000,2006,810.0
1782,2405000,2006,447.0
1783,2406000,2006,450.0
1784,2407000,2006,340.0
1785,2408000,2006,429.0
1786,2409000,2006,445.0
1787,2410000,2006,397.0
1788,2411000,2006,438.0
1789,2412000,2006,312.0
1790,2413000,2006,629.0
1791,2414000,2006,233.0
1792,2415000,2006,607.0
1793,2416000,2006,764.0
1794,2417000,2006,845.0
1795,2461000,2006,846.0
1796,2462000,2006,827.0
1797,2463000,2006,678.0
1798,2464000,2006,1309.0
1799,2465000,2006,631.0
1800,2466000,2006,766.0
1801,2467000,2006,248.0
1802,2468000,2006,462.0
1803,2469000,2006,1542.0
1804,2470000,2006,330.0
1805,2471000,2006,297.0
1806,2472000,2006,702.0
1807,2473000,2006,505.0
1808,2474000,2006,381.0
1809,2475000,2006,1132.0
1810,2476000,2006,305.0
1811,2477000,2006,443.0
1812,2478000,2006,708.0
1813,2479000,2006,145.0
1814,2601000,2006,426.0
1815,2602000,2006,525.0
1816,2603000,2006,256.0
1817,2604000,2006,838.0
1818,2605000,2006,491.0
1819,2606000,2006,383.0
1820,2607000,2006,691.0
1821,2608000,2006,273.0
1822,2609000,2006,412.0
1823,2610000,2006,478.0
1824,2611000,2006,483.0
1825,2612000,2006,423.0
1826,2613000,2006,327.0
1827,2661000,2006,662.0
1828,2801000,2006,214.0
1829,2802000,2006,190.0
1830,2803000,2006,258.0
1831,2804000,2006,205.0
1832,2805000,2006,275.0
1833,2806000,2006,227.0
1834,2807000,2006,300.0
1835,2808000,2006,253.0
1836,2809000,2006,195.0
1837,2810000,2006,179.0
1838,2811000,2006,118.0
1839,2812000,2006,116.0
1840,2813000,2006,155.0
1841,2814000,2006,369.0
1842,2815000,2006,335.0
1843,2816000,2006,183.0
1844,2817000,2006,207.0
1845,2818000,2006,88.0
1846,2819000,2006,104.0
1847,2861000,2006,433.0
1848,2862000,2006,395.0
1849,3001000,2006,160.0
1850,3002000,2006,275.0
1851,3003000,2006,551.0
1852,3004000,2006,312.0
1853,3005000,2006,264.0
1854,3006000,2006,307.0
1855,3007000,2006,360.0
1856,3008000,2006,228.0
1857,3009000,2006,501.0
1858,3010000,2006,538.0
1859,3011000,2006,311.0
1860,3012000,2006,336.0
1861,3013000,2006,192.0
1862,3014000,2006,149.0
1863,3015000,2006,310.0
1864,3016000,2006,198.0
1865,3017000,2006,630.0
1866,3018000,2006,274.0
1867,3019000,2006,466.0
1868,3020000,2006,273.0
1869,3021000,2006,1009.0
1870,3022000,2006,286.0
1871,3023000,2006,230.0
1872,3024000,2006,341.0
1873,3025000,2006,214.0
1874,3026000,2006,225.0
1875,3027000,2006,367.0
1876,3028000,2006,232.0
1877,3029000,2006,226.0
1878,3030000,2006,296.0
1879,3031000,2006,238.0
1880,3061000,2006,477.0
1881,3062000,2006,254.0
1882,3063000,2006,250.0
1883,3064000,2006,2379.0
1884,3201000,2006,235.0
1885,3202000,2006,210.0
1886,3203000,2006,248.0
1887,3204000,2006,285.0
1888,3205000,2006,258.0
1889,3206000,2006,336.0
1890,3207000,2006,225.0
1891,3208000,2006,204.0
1892,3209000,2006,284.0
1893,3210000,2006,322.0
1894,3211000,2006,165.0
1895,3212000,2006,175.0
1896,3213000,2006,262.0
1897,3214000,2006,466.0
1898,3215000,2006,406.0
1899,3216000,2006,218.0
1900,3217000,2006,248.0
1901,3218000,2006,177.0
1902,3261000,2006,375.0
1903,3262000,2006,1723.0
1904,3263000,2006,189.0
1905,201000,2007,350.0
1906,202000,2007,537.0
1907,203000,2007,294.0
1908,204000,2007,194.0
1909,205000,2007,261.0
1910,206000,2007,307.0
1911,207000,2007,223.0
1912,208000,2007,957.0
1913,209000,2007,250.0
1914,210000,2007,323.0
1915,211000,2007,338.0
1916,212000,2007,273.0
1917,213000,2007,190.0
1918,214000,2007,467.0
1919,215000,2007,299.0
1920,216000,2007,187.0
1921,217000,2007,263.0
1922,218000,2007,252.0
1923,219000,2007,779.0
1924,220000,2007,387.0
1925,221000,2007,1036.0
1926,222000,2007,240.0
1927,223000,2007,493.0
1928,224000,2007,348.0
1929,225000,2007,468.0
1930,226000,2007,250.0
1931,261000,2007,373.0
1932,262000,2007,434.0
1933,263000,2007,
1934,264000,2007,3086.0
1935,265000,2007,
1936,401000,2007,314.0
1937,402000,2007,342.0
1938,403000,2007,332.0
1939,404000,2007,219.0
1940,405000,2007,187.0
1941,406000,2007,151.0
1942,407000,2007,804.0
1943,408000,2007,327.0
1944,409000,2007,231.0
1945,410000,2007,408.0
1946,411000,2007,233.0
1947,412000,2007,247.0
1948,413000,2007,180.0
1949,414000,2007,433.0
1950,415000,2007,307.0
1951,416000,2007,191.0
1952,417000,2007,159.0
1953,418000,2007,507.0
1954,419000,2007,267.0
1955,461000,2007,1488.0
1956,462000,2007,437.0
1957,463000,2007,688.0
1958,464000,2007,526.0
1959,601000,2007,775.0
1960,602000,2007,497.0
1961,603000,2007,492.0
1962,604000,2007,318.0
1963,605000,2007,298.0
1964,606000,2007,520.0
1965,607000,2007,643.0
1966,608000,2007,480.0
1967,609000,2007,860.0
1968,610000,2007,233.0
1969,611000,2007,592.0
1970,612000,2007,400.0
1971,613000,2007,219.0
1972,614000,2007,540.0
1973,615000,2007,334.0
1974,616000,2007,340.0
1975,617000,2007,339.0
1976,618000,2007,519.0
1977,619000,2007,242.0
1978,620000,2007,647.0
1979,661000,2007,192.0
1980,662000,2007,281.0
1981,663000,2007,1402.0
1982,664000,2007,192.0
1983,801000,2007,226.0
1984,802000,2007,250.0
1985,803000,2007,230.0
1986,804000,2007,322.0
1987,805000,2007,187.0
1988,806000,2007,188.0
1989,807000,2007,166.0
1990,808000,2007,260.0
1991,809000,2007,310.0
1992,810000,2007,472.0
1993,811000,2007,554.0
1994,812000,2007,158.0
1995,861000,2007,385.0
1996,862000,2007,339.0
1997,1001000,2007,461.0
1998,1002000,2007,691.0
1999,1003000,2007,283.0
2000,1004000,2007,414.0
2001,1005000,2007,580.0
2002,1006000,2007,374.0
2003,1007000,2007,467.0
2004,1008000,2007,653.0
2005,1009000,2007,292.0
2006,1010000,2007,595.0
2007,1011000,2007,303.0
2008,1012000,2007,749.0
2009,1013000,2007,215.0
2010,1014000,2007,652.0
2011,1015000,2007,247.0
2012,1016000,2007,674.0
2013,1017000,2007,476.0
2014,1018000,2007,288.0
2015,1019000,2007,353.0
2016,1020000,2007,906.0
2017,1021000,2007,229.0
2018,1061000,2007,4418.0
2019,1062000,2007,377.0
2020,1063000,2007,204.0
2021,1201000,2007,445.0
2022,1202000,2007,439.0
2023,1203000,2007,642.0
2024,1204000,2007,247.0
2025,1205000,2007,455.0
2026,1206000,2007,1213.0
2027,1207000,2007,463.0
2028,1208000,2007,335.0
2029,1209000,2007,502.0
2030,1210000,2007,708.0
2031,1211000,2007,668.0
2032,1212000,2007,502.0
2033,1213000,2007,624.0
2034,1214000,2007,237.0
2035,1215000,2007,379.0
2036,1216000,2007,817.0
2037,1217000,2007,311.0
2038,1218000,2007,676.0
2039,1219000,2007,482.0
2040,1261000,2007,3370.0
2041,1262000,2007,264.0
2042,1263000,2007,519.0
2043,1401000,2007,193.0
2044,1402000,2007,377.0
2045,1403000,2007,601.0
2046,1404000,2007,199.0
2047,1405000,2007,396.0
2048,1406000,2007,604.0
2049,1407000,2007,294.0
2050,1408000,2007,332.0
2051,1409000,2007,270.0
2052,1410000,2007,212.0
2053,1411000,2007,265.0
2054,1412000,2007,691.0
2055,1413000,2007,347.0
2056,1414000,2007,348.0
2057,1415000,2007,398.0
2058,1416000,2007,396.0
2059,1417000,2007,488.0
2060,1418000,2007,605.0
2061,1419000,2007,519.0
2062,1420000,2007,467.0
2063,1421000,2007,554.0
2064,1422000,2007,315.0
2065,1423000,2007,283.0
2066,1424000,2007,255.0
2067,1425000,2007,675.0
2068,1426000,2007,492.0
2069,1427000,2007,276.0
2070,1428000,2007,422.0
2071,1429000,2007,343.0
2072,1430000,2007,230.0
2073,1432000,2007,405.0
2074,1433000,2007,399.0
2075,1434000,2007,821.0
2076,1435000,2007,345.0
2077,1436000,2007,214.0
2078,1437000,2007,216.0
2079,1438000,2007,377.0
2080,1461000,2007,133.0
2081,1462000,2007,402.0
2082,1463000,2007,890.0
2083,1464000,2007,266.0
2084,1465000,2007,7083.0
2085,1601000,2007,401.0
2086,1602000,2007,308.0
2087,1603000,2007,423.0
2088,1604000,2007,319.0
2089,1605000,2007,267.0
2090,1606000,2007,181.0
2091,1607000,2007,722.0
2092,1608000,2007,348.0
2093,1609000,2007,510.0
2094,1610000,2007,367.0
2095,1611000,2007,389.0
2096,1661000,2007,500.0
2097,1801000,2007,75.0
2098,1802000,2007,279.0
2099,1803000,2007,555.0
2100,1804000,2007,624.0
2101,1805000,2007,524.0
