,Kod,Date,Value
501,1205000,2003,472.0
502,1206000,2003,1211.0
503,1207000,2003,531.0
504,1208000,2003,361.0
505,1209000,2003,513.0
506,1210000,2003,760.0
507,1211000,2003,743.0
508,1212000,2003,560.0
509,1213000,2003,657.0
510,1214000,2003,265.0
511,1215000,2003,460.0
512,1216000,2003,794.0
513,1217000,2003,314.0
514,1218000,2003,610.0
515,1219000,2003,491.0
516,1261000,2003,3270.0
517,1262000,2003,327.0
518,1263000,2003,477.0
519,1401000,2003,180.0
520,1402000,2003,355.0
521,1403000,2003,625.0
522,1404000,2003,200.0
523,1405000,2003,375.0
524,1406000,2003,581.0
525,1407000,2003,329.0
526,1408000,2003,306.0
527,1409000,2003,313.0
528,1410000,2003,198.0
529,1411000,2003,249.0
530,1412000,2003,719.0
531,1413000,2003,343.0
532,1414000,2003,291.0
533,1415000,2003,380.0
534,1416000,2003,421.0
535,1417000,2003,612.0
536,1418000,2003,568.0
537,1419000,2003,530.0
538,1420000,2003,471.0
539,1421000,2003,550.0
540,1422000,2003,265.0
541,1423000,2003,343.0
542,1424000,2003,237.0
543,1425000,2003,677.0
544,1426000,2003,457.0
545,1427000,2003,307.0
546,1428000,2003,439.0
547,1429000,2003,372.0
548,1430000,2003,226.0
549,1432000,2003,360.0
550,1433000,2003,401.0
551,1434000,2003,729.0
552,1435000,2003,285.0
553,1436000,2003,245.0
554,1437000,2003,218.0
555,1438000,2003,402.0
556,1461000,2003,136.0
557,1462000,2003,402.0
558,1463000,2003,913.0
559,1464000,2003,227.0
560,1465000,2003,7133.0
561,1601000,2003,420.0
562,1602000,2003,367.0
563,1603000,2003,470.0
564,1604000,2003,347.0
565,1605000,2003,262.0
566,1606000,2003,227.0
567,1607000,2003,714.0
568,1608000,2003,360.0
569,1609000,2003,583.0
570,1610000,2003,332.0
571,1611000,2003,381.0
572,1661000,2003,508.0
573,1801000,2003,77.0
574,1802000,2003,295.0
575,1803000,2003,537.0
576,1804000,2003,618.0
577,1805000,2003,509.0
578,1806000,2003,298.0
579,1807000,2003,484.0
580,1808000,2003,274.0
581,1809000,2003,293.0
582,1810000,2003,400.0
583,1811000,2003,520.0
584,1812000,2003,360.0
585,1813000,2003,350.0
586,1814000,2003,422.0
587,1815000,2003,308.0
588,1816000,2003,861.0
589,1817000,2003,409.0
590,1818000,2003,506.0
591,1819000,2003,297.0
592,1820000,2003,250.0
593,1821000,2003,95.0
594,1861000,2003,150.0
595,1862000,2003,340.0
596,1863000,2003,539.0
597,1864000,2003,154.0
598,2001000,2003,260.0
599,2002000,2003,743.0
600,2003000,2003,342.0
601,2004000,2003,200.0
602,2005000,2003,334.0
603,2006000,2003,169.0
604,2007000,2003,251.0
605,2008000,2003,267.0
606,2009000,2003,95.0
607,2010000,2003,293.0
608,2011000,2003,442.0
609,2012000,2003,178.0
610,2013000,2003,339.0
611,2014000,2003,181.0
612,2061000,2003,852.0
613,2062000,2003,177.0
614,2063000,2003,164.0
615,2201000,2003,260.0
616,2202000,2003,366.0
617,2203000,2003,219.0
618,2204000,2003,223.0
619,2205000,2003,356.0
620,2206000,2003,234.0
621,2207000,2003,312.0
622,2208000,2003,245.0
623,2209000,2003,269.0
624,2210000,2003,149.0
625,2211000,2003,237.0
626,2212000,2003,334.0
627,2213000,2003,422.0
628,2214000,2003,438.0
629,2215000,2003,523.0
630,2216000,2003,166.0
631,2261000,2003,1739.0
632,2262000,2003,985.0
633,2263000,2003,354.0
634,2264000,2003,219.0
635,2401000,2003,978.0
636,2402000,2003,754.0
637,2403000,2003,816.0
638,2404000,2003,791.0
639,2405000,2003,496.0
640,2406000,2003,482.0
641,2407000,2003,371.0
642,2408000,2003,446.0
643,2409000,2003,452.0
644,2410000,2003,369.0
645,2411000,2003,457.0
646,2412000,2003,311.0
647,2413000,2003,622.0
648,2414000,2003,204.0
649,2415000,2003,661.0
650,2416000,2003,782.0
651,2417000,2003,942.0
652,2461000,2003,865.0
653,2462000,2003,805.0
654,2463000,2003,768.0
655,2464000,2003,1296.0
656,2465000,2003,609.0
657,2466000,2003,846.0
658,2467000,2003,239.0
659,2468000,2003,500.0
660,2469000,2003,1688.0
661,2470000,2003,326.0
662,2471000,2003,346.0
663,2472000,2003,718.0
664,2473000,2003,535.0
665,2474000,2003,381.0
666,2475000,2003,1150.0
667,2476000,2003,316.0
668,2477000,2003,430.0
669,2478000,2003,733.0
670,2479000,2003,156.0
671,2601000,2003,374.0
672,2602000,2003,552.0
673,2603000,2003,243.0
674,2604000,2003,830.0
675,2605000,2003,515.0
676,2606000,2003,400.0
677,2607000,2003,625.0
678,2608000,2003,260.0
679,2609000,2003,425.0
680,2610000,2003,418.0
681,2611000,2003,490.0
682,2612000,2003,370.0
683,2613000,2003,341.0
684,2661000,2003,747.0
685,2801000,2003,224.0
686,2802000,2003,164.0
687,2803000,2003,223.0
688,2804000,2003,198.0
689,2805000,2003,260.0
690,2806000,2003,223.0
691,2807000,2003,299.0
692,2808000,2003,301.0
693,2809000,2003,176.0
694,2810000,2003,154.0
695,2811000,2003,89.0
696,2812000,2003,185.0
697,2813000,2003,153.0
698,2814000,2003,390.0
699,2815000,2003,336.0
700,2816000,2003,199.0
701,2817000,2003,229.0
702,2818000,2003,69.0
703,2819000,2003,76.0
704,2861000,2003,451.0
705,2862000,2003,401.0
706,3001000,2003,137.0
707,3002000,2003,222.0
708,3003000,2003,553.0
709,3004000,2003,332.0
710,3005000,2003,242.0
711,3006000,2003,345.0
712,3007000,2003,379.0
713,3008000,2003,277.0
714,3009000,2003,547.0
715,3010000,2003,531.0
716,3011000,2003,323.0
717,3012000,2003,396.0
718,3013000,2003,174.0
719,3014000,2003,170.0
720,3015000,2003,343.0
721,3016000,2003,229.0
722,3017000,2003,683.0
723,3018000,2003,328.0
724,3019000,2003,336.0
725,3020000,2003,307.0
726,3021000,2003,1027.0
727,3022000,2003,316.0
728,3023000,2003,256.0
729,3024000,2003,375.0
730,3025000,2003,221.0
731,3026000,2003,252.0
732,3027000,2003,398.0
733,3028000,2003,185.0
734,3029000,2003,254.0
735,3030000,2003,339.0
736,3031000,2003,219.0
737,3061000,2003,491.0
738,3062000,2003,284.0
739,3063000,2003,272.0
740,3064000,2003,2598.0
741,3201000,2003,243.0
742,3202000,2003,198.0
743,3203000,2003,252.0
744,3204000,2003,315.0
745,3205000,2003,262.0
746,3206000,2003,367.0
747,3207000,2003,215.0
748,3208000,2003,228.0
749,3209000,2003,238.0
750,3210000,2003,304.0
751,3211000,2003,145.0
752,3212000,2003,146.0
753,3213000,2003,264.0
754,3214000,2003,390.0
755,3215000,2003,355.0
756,3216000,2003,207.0
757,3217000,2003,261.0
758,3218000,2003,179.0
759,3261000,2003,391.0
760,3262000,2003,1705.0
761,3263000,2003,178.0
762,201000,2004,312.0
763,202000,2004,521.0
764,203000,2004,284.0
765,204000,2004,177.0
766,205000,2004,272.0
767,206000,2004,246.0
768,207000,2004,202.0
769,208000,2004,927.0
770,209000,2004,279.0
771,210000,2004,291.0
772,211000,2004,296.0
773,212000,2004,221.0
774,213000,2004,191.0
775,214000,2004,453.0
776,215000,2004,302.0
777,216000,2004,231.0
778,217000,2004,251.0
779,218000,2004,251.0
780,219000,2004,769.0
781,220000,2004,381.0
782,221000,2004,1122.0
783,222000,2004,239.0
784,223000,2004,452.0
785,224000,2004,415.0
786,225000,2004,428.0
787,226000,2004,196.0
788,261000,2004,385.0
789,262000,2004,460.0
790,263000,2004,
791,264000,2004,2927.0
792,265000,2004,
793,401000,2004,322.0
794,402000,2004,306.0
795,403000,2004,328.0
796,404000,2004,212.0
797,405000,2004,162.0
798,406000,2004,185.0
799,407000,2004,778.0
800,408000,2004,327.0
801,409000,2004,249.0
802,410000,2004,379.0
803,411000,2004,218.0
804,412000,2004,215.0
805,413000,2004,180.0
806,414000,2004,468.0
807,415000,2004,305.0
808,416000,2004,225.0
809,417000,2004,122.0
810,418000,2004,477.0
811,419000,2004,224.0
812,461000,2004,1451.0
813,462000,2004,413.0
814,463000,2004,678.0
815,464000,2004,535.0
816,601000,2004,749.0
817,602000,2004,503.0
818,603000,2004,466.0
819,604000,2004,294.0
820,605000,2004,254.0
821,606000,2004,591.0
822,607000,2004,559.0
823,608000,2004,563.0
824,609000,2004,840.0
825,610000,2004,242.0
826,611000,2004,572.0
827,612000,2004,424.0
828,613000,2004,233.0
829,614000,2004,570.0
830,615000,2004,336.0
831,616000,2004,351.0
832,617000,2004,371.0
833,618000,2004,447.0
834,619000,2004,233.0
835,620000,2004,655.0
836,661000,2004,168.0
837,662000,2004,262.0
838,663000,2004,1434.0
839,664000,2004,205.0
840,801000,2004,214.0
841,802000,2004,223.0
842,803000,2004,218.0
843,804000,2004,297.0
844,805000,2004,153.0
845,806000,2004,154.0
846,807000,2004,133.0
847,808000,2004,274.0
848,809000,2004,320.0
849,810000,2004,369.0
850,811000,2004,456.0
851,812000,2004,130.0
852,861000,2004,345.0
853,862000,2004,345.0
854,1001000,2004,451.0
855,1002000,2004,589.0
856,1003000,2004,262.0
857,1004000,2004,359.0
858,1005000,2004,495.0
859,1006000,2004,334.0
860,1007000,2004,482.0
861,1008000,2004,647.0
862,1009000,2004,294.0
863,1010000,2004,568.0
864,1011000,2004,261.0
865,1012000,2004,742.0
866,1013000,2004,260.0
867,1014000,2004,631.0
868,1015000,2004,278.0
869,1016000,2004,698.0
870,1017000,2004,469.0
871,1018000,2004,279.0
872,1019000,2004,346.0
873,1020000,2004,815.0
874,1021000,2004,200.0
875,1061000,2004,4166.0
876,1062000,2004,421.0
877,1063000,2004,180.0
878,1201000,2004,422.0
879,1202000,2004,358.0
880,1203000,2004,587.0
881,1204000,2004,234.0
882,1205000,2004,542.0
883,1206000,2004,1184.0
884,1207000,2004,475.0
885,1208000,2004,367.0
886,1209000,2004,456.0
887,1210000,2004,725.0
888,1211000,2004,663.0
889,1212000,2004,542.0
890,1213000,2004,618.0
891,1214000,2004,258.0
892,1215000,2004,395.0
893,1216000,2004,743.0
894,1217000,2004,302.0
895,1218000,2004,732.0
896,1219000,2004,471.0
897,1261000,2004,3118.0
898,1262000,2004,278.0
899,1263000,2004,479.0
900,1401000,2004,164.0
901,1402000,2004,343.0
902,1403000,2004,578.0
903,1404000,2004,186.0
904,1405000,2004,358.0
905,1406000,2004,511.0
906,1407000,2004,350.0
907,1408000,2004,336.0
908,1409000,2004,302.0
909,1410000,2004,213.0
910,1411000,2004,260.0
911,1412000,2004,642.0
912,1413000,2004,365.0
913,1414000,2004,294.0
914,1415000,2004,384.0
915,1416000,2004,388.0
916,1417000,2004,513.0
917,1418000,2004,508.0
918,1419000,2004,485.0
919,1420000,2004,440.0
920,1421000,2004,561.0
921,1422000,2004,313.0
922,1423000,2004,309.0
923,1424000,2004,239.0
924,1425000,2004,670.0
925,1426000,2004,461.0
926,1427000,2004,313.0
927,1428000,2004,391.0
928,1429000,2004,402.0
929,1430000,2004,202.0
930,1432000,2004,334.0
931,1433000,2004,339.0
932,1434000,2004,673.0
933,1435000,2004,302.0
934,1436000,2004,205.0
935,1437000,2004,201.0
936,1438000,2004,380.0
937,1461000,2004,145.0
938,1462000,2004,388.0
939,1463000,2004,943.0
940,1464000,2004,256.0
941,1465000,2004,6729.0
942,1601000,2004,389.0
943,1602000,2004,295.0
944,1603000,2004,415.0
945,1604000,2004,326.0
946,1605000,2004,231.0
947,1606000,2004,185.0
948,1607000,2004,655.0
949,1608000,2004,343.0
950,1609000,2004,572.0
951,1610000,2004,365.0
952,1611000,2004,382.0
953,1661000,2004,474.0
954,1801000,2004,80.0
955,1802000,2004,272.0
956,1803000,2004,581.0
957,1804000,2004,634.0
958,1805000,2004,498.0
959,1806000,2004,284.0
960,1807000,2004,416.0
961,1808000,2004,288.0
962,1809000,2004,314.0
963,1810000,2004,344.0
964,1811000,2004,515.0
965,1812000,2004,347.0
966,1813000,2004,384.0
967,1814000,2004,448.0
968,1815000,2004,304.0
969,1816000,2004,819.0
970,1817000,2004,322.0
971,1818000,2004,493.0
972,1819000,2004,298.0
973,1820000,2004,268.0
974,1821000,2004,92.0
975,1861000,2004,154.0
976,1862000,2004,330.0
977,1863000,2004,539.0
978,1864000,2004,152.0
979,2001000,2004,214.0
980,2002000,2004,534.0
981,2003000,2004,295.0
982,2004000,2004,191.0
983,2005000,2004,253.0
984,2006000,2004,147.0
985,2007000,2004,192.0
986,2008000,2004,197.0
987,2009000,2004,84.0
988,2010000,2004,281.0
989,2011000,2004,381.0
990,2012000,2004,138.0
991,2013000,2004,325.0
992,2014000,2004,171.0
993,2061000,2004,755.0
994,2062000,2004,139.0
995,2063000,2004,156.0
996,2201000,2004,275.0
997,2202000,2004,355.0
998,2203000,2004,204.0
999,2204000,2004,232.0
1000,2205000,2004,338.0
1001,2206000,2004,254.0
1002,2207000,2004,282.0
1003,2208000,2004,220.0
1004,2209000,2004,233.0
1005,2210000,2004,158.0
1006,2211000,2004,280.0
1007,2212000,2004,300.0
1008,2213000,2004,454.0
1009,2214000,2004,425.0
1010,2215000,2004,536.0
1011,2216000,2004,163.0
1012,2261000,2004,1871.0
1013,2262000,2004,1020.0
1014,2263000,2004,342.0
1015,2264000,2004,230.0
1016,2401000,2004,921.0
1017,2402000,2004,702.0
1018,2403000,2004,765.0
1019,2404000,2004,796.0
1020,2405000,2004,498.0
1021,2406000,2004,454.0
1022,2407000,2004,347.0
1023,2408000,2004,409.0
1024,2409000,2004,442.0
1025,2410000,2004,416.0
1026,2411000,2004,419.0
1027,2412000,2004,318.0
1028,2413000,2004,659.0
1029,2414000,2004,236.0
1030,2415000,2004,640.0
1031,2416000,2004,721.0
1032,2417000,2004,835.0
1033,2461000,2004,828.0
1034,2462000,2004,805.0
1035,2463000,2004,749.0
1036,2464000,2004,1276.0
1037,2465000,2004,576.0
1038,2466000,2004,759.0
1039,2467000,2004,255.0
1040,2468000,2004,500.0
1041,2469000,2004,1654.0
1042,2470000,2004,316.0
1043,2471000,2004,343.0
1044,2472000,2004,666.0
1045,2473000,2004,599.0
1046,2474000,2004,364.0
1047,2475000,2004,1126.0
1048,2476000,2004,301.0
1049,2477000,2004,426.0
1050,2478000,2004,706.0
1051,2479000,2004,170.0
1052,2601000,2004,393.0
1053,2602000,2004,579.0
1054,2603000,2004,244.0
1055,2604000,2004,832.0
1056,2605000,2004,454.0
1057,2606000,2004,405.0
1058,2607000,2004,593.0
1059,2608000,2004,212.0
1060,2609000,2004,423.0
1061,2610000,2004,408.0
1062,2611000,2004,494.0
1063,2612000,2004,379.0
1064,2613000,2004,333.0
1065,2661000,2004,784.0
1066,2801000,2004,216.0
1067,2802000,2004,208.0
1068,2803000,2004,236.0
1069,2804000,2004,220.0
1070,2805000,2004,283.0
1071,2806000,2004,240.0
1072,2807000,2004,302.0
1073,2808000,2004,287.0
1074,2809000,2004,173.0
1075,2810000,2004,147.0
1076,2811000,2004,133.0
1077,2812000,2004,174.0
1078,2813000,2004,142.0
1079,2814000,2004,374.0
1080,2815000,2004,316.0
1081,2816000,2004,204.0
1082,2817000,2004,267.0
1083,2818000,2004,84.0
1084,2819000,2004,85.0
