,Wojewodztwo,ICD10,Rok,Liczba
13785,20,C08,2014,36
13786,20,C08,2015,36
13787,20,C09,1999,36
13788,20,C09,2000,36
13789,20,C09,2001,36
13790,20,C09,2002,36
13791,20,C09,2003,36
13792,20,C09,2004,36
13793,20,C09,2005,36
13794,20,C09,2006,36
13795,20,C09,2007,36
13796,20,C09,2008,18
13797,20,C09,2009,36
13798,20,C09,2010,18
13799,20,C09,2011,36
13800,20,C09,2012,36
13801,20,C09,2013,12
13802,20,C09,2014,36
13803,20,C09,2015,36
13804,20,C10,1999,18
13805,20,C10,2001,18
13806,20,C10,2002,36
13807,20,C10,2003,18
13808,20,C10,2004,18
13809,20,C10,2005,36
13810,20,C10,2007,18
13811,20,C10,2008,18
13812,20,C10,2009,18
13813,20,C10,2010,36
13814,20,C10,2011,18
13815,20,C10,2012,36
13816,20,C10,2013,2
13817,20,C10,2014,18
13818,20,C10,2015,36
13819,20,C11,1999,18
13820,20,C11,2000,36
13821,20,C11,2001,36
13822,20,C11,2002,18
13823,20,C11,2003,36
13824,20,C11,2004,36
13825,20,C11,2005,36
13826,20,C11,2006,36
13827,20,C11,2007,36
13828,20,C11,2008,36
13829,20,C11,2009,36
13830,20,C11,2010,36
13831,20,C11,2011,36
13832,20,C11,2012,36
13833,20,C11,2013,4
13834,20,C11,2014,36
13835,20,C11,2015,36
13836,20,C12,1999,18
13837,20,C12,2000,36
13838,20,C12,2001,18
13839,20,C12,2002,36
13840,20,C12,2003,36
13841,20,C12,2004,18
13842,20,C12,2005,36
13843,20,C12,2006,18
13844,20,C12,2007,18
13845,20,C12,2008,18
13846,20,C12,2009,18
13847,20,C12,2010,36
13848,20,C12,2011,36
13849,20,C12,2012,36
13850,20,C12,2013,8
13851,20,C12,2014,36
13852,20,C12,2015,36
13853,20,C13,1999,18
13854,20,C13,2000,18
13855,20,C13,2001,36
13856,20,C13,2002,18
13857,20,C13,2003,18
13858,20,C13,2004,36
13859,20,C13,2005,18
13860,20,C13,2006,18
13861,20,C13,2007,18
13862,20,C13,2008,36
13863,20,C13,2009,18
13864,20,C13,2010,36
13865,20,C13,2011,18
13866,20,C13,2012,36
13867,20,C13,2013,1
13868,20,C13,2014,18
13869,20,C13,2015,36
13870,20,C14,1999,18
13871,20,C14,2000,18
13872,20,C14,2001,18
13873,20,C14,2002,18
13874,20,C14,2003,36
13875,20,C14,2004,36
13876,20,C14,2005,18
13877,20,C14,2006,36
13878,20,C14,2007,18
13879,20,C14,2008,36
13880,20,C14,2009,18
13881,20,C14,2010,18
13882,20,C14,2011,18
13883,20,C14,2012,36
13884,20,C14,2013,6
13885,20,C14,2014,36
13886,20,C14,2015,36
13887,20,C15,1999,36
13888,20,C15,2000,36
13889,20,C15,2001,36
13890,20,C15,2002,36
13891,20,C15,2003,36
13892,20,C15,2004,36
13893,20,C15,2005,36
13894,20,C15,2006,36
13895,20,C15,2007,36
13896,20,C15,2008,36
13897,20,C15,2009,36
13898,20,C15,2010,36
13899,20,C15,2011,36
13900,20,C15,2012,36
13901,20,C15,2013,18
13902,20,C15,2014,36
13903,20,C15,2015,36
13904,20,C16,1999,36
13905,20,C16,2000,36
13906,20,C16,2001,36
13907,20,C16,2002,36
13908,20,C16,2003,36
13909,20,C16,2004,36
13910,20,C16,2005,36
13911,20,C16,2006,36
13912,20,C16,2007,36
13913,20,C16,2008,36
13914,20,C16,2009,36
13915,20,C16,2010,36
13916,20,C16,2011,36
13917,20,C16,2012,36
13918,20,C16,2013,20
13919,20,C16,2014,36
13920,20,C16,2015,36
13921,20,C17,1999,36
13922,20,C17,2000,18
13923,20,C17,2001,36
13924,20,C17,2002,36
13925,20,C17,2003,36
13926,20,C17,2004,36
13927,20,C17,2005,36
13928,20,C17,2006,36
13929,20,C17,2007,36
13930,20,C17,2009,36
13931,20,C17,2010,36
13932,20,C17,2011,36
13933,20,C17,2012,36
13934,20,C17,2013,2
13935,20,C17,2014,36
13936,20,C17,2015,36
13937,20,C18,1999,36
13938,20,C18,2000,36
13939,20,C18,2001,36
13940,20,C18,2002,36
13941,20,C18,2003,36
13942,20,C18,2004,36
13943,20,C18,2005,36
13944,20,C18,2006,36
13945,20,C18,2007,36
13946,20,C18,2008,36
13947,20,C18,2009,36
13948,20,C18,2010,36
13949,20,C18,2011,36
13950,20,C18,2012,36
13951,20,C18,2013,21
13952,20,C18,2014,36
13953,20,C18,2015,36
13954,20,C19,1999,36
13955,20,C19,2000,36
13956,20,C19,2001,36
13957,20,C19,2002,36
13958,20,C19,2003,36
13959,20,C19,2004,36
13960,20,C19,2005,36
13961,20,C19,2006,36
13962,20,C19,2007,36
13963,20,C19,2008,36
13964,20,C19,2009,36
13965,20,C19,2010,36
13966,20,C19,2011,36
13967,20,C19,2012,36
13968,20,C19,2013,16
13969,20,C19,2014,36
13970,20,C19,2015,36
13971,20,C20,1999,36
13972,20,C20,2000,36
13973,20,C20,2001,36
13974,20,C20,2002,36
13975,20,C20,2003,36
13976,20,C20,2004,36
13977,20,C20,2005,36
13978,20,C20,2006,36
13979,20,C20,2007,36
13980,20,C20,2008,36
13981,20,C20,2009,36
13982,20,C20,2010,36
13983,20,C20,2011,36
13984,20,C20,2012,36
13985,20,C20,2013,21
13986,20,C20,2014,36
13987,20,C20,2015,36
13988,20,C21,1999,36
13989,20,C21,2000,36
13990,20,C21,2001,36
13991,20,C21,2002,36
13992,20,C21,2003,36
13993,20,C21,2004,36
13994,20,C21,2005,36
13995,20,C21,2006,36
13996,20,C21,2007,36
13997,20,C21,2009,18
13998,20,C21,2010,36
13999,20,C21,2012,36
14000,20,C21,2013,3
14001,20,C21,2014,36
14002,20,C21,2015,36
14003,20,C22,1999,36
14004,20,C22,2000,36
14005,20,C22,2001,36
14006,20,C22,2002,36
14007,20,C22,2003,36
14008,20,C22,2004,36
14009,20,C22,2005,36
14010,20,C22,2006,36
14011,20,C22,2007,36
14012,20,C22,2008,36
14013,20,C22,2009,36
14014,20,C22,2010,36
14015,20,C22,2011,36
14016,20,C22,2012,36
14017,20,C22,2013,17
14018,20,C22,2014,36
14019,20,C22,2015,36
14020,20,C23,1999,36
14021,20,C23,2000,36
14022,20,C23,2001,36
14023,20,C23,2002,36
14024,20,C23,2003,36
14025,20,C23,2004,36
14026,20,C23,2005,36
14027,20,C23,2006,36
14028,20,C23,2007,36
14029,20,C23,2008,36
14030,20,C23,2009,36
14031,20,C23,2010,36
14032,20,C23,2011,36
14033,20,C23,2012,36
14034,20,C23,2013,9
14035,20,C23,2014,36
14036,20,C23,2015,36
14037,20,C24,1999,36
14038,20,C24,2000,36
14039,20,C24,2001,36
14040,20,C24,2002,36
14041,20,C24,2003,36
14042,20,C24,2004,36
14043,20,C24,2005,36
14044,20,C24,2006,36
14045,20,C24,2007,36
14046,20,C24,2008,36
14047,20,C24,2009,36
14048,20,C24,2010,36
14049,20,C24,2011,36
14050,20,C24,2012,36
14051,20,C24,2013,14
14052,20,C24,2014,36
14053,20,C24,2015,36
14054,20,C25,1999,36
14055,20,C25,2000,36
14056,20,C25,2001,36
14057,20,C25,2002,36
14058,20,C25,2003,36
14059,20,C25,2004,36
14060,20,C25,2005,36
14061,20,C25,2006,36
14062,20,C25,2007,36
14063,20,C25,2008,36
14064,20,C25,2009,36
14065,20,C25,2010,36
14066,20,C25,2011,36
14067,20,C25,2012,36
14068,20,C25,2013,21
14069,20,C25,2014,36
14070,20,C25,2015,36
14071,20,C26,1999,36
14072,20,C26,2000,36
14073,20,C26,2001,36
14074,20,C26,2002,36
14075,20,C26,2003,36
14076,20,C26,2004,36
14077,20,C26,2005,36
14078,20,C26,2006,36
14079,20,C26,2007,36
14080,20,C26,2008,36
14081,20,C26,2009,36
14082,20,C26,2010,36
14083,20,C26,2011,36
14084,20,C26,2012,36
14085,20,C26,2013,10
14086,20,C26,2014,36
14087,20,C26,2015,36
14088,20,C30,2000,18
14089,20,C30,2001,18
14090,20,C30,2003,18
14091,20,C30,2004,18
14092,20,C30,2005,36
14093,20,C30,2006,18
14094,20,C30,2011,36
14095,20,C30,2012,36
14096,20,C30,2013,2
14097,20,C30,2014,36
14098,20,C30,2015,36
14099,20,C31,1999,18
14100,20,C31,2000,36
14101,20,C31,2001,18
14102,20,C31,2002,36
14103,20,C31,2003,18
14104,20,C31,2004,18
14105,20,C31,2005,36
14106,20,C31,2006,36
14107,20,C31,2007,18
14108,20,C31,2008,36
14109,20,C31,2009,18
14110,20,C31,2010,36
14111,20,C31,2011,36
14112,20,C31,2012,36
14113,20,C31,2014,36
14114,20,C31,2015,36
14115,20,C32,1999,36
14116,20,C32,2000,36
14117,20,C32,2001,36
14118,20,C32,2002,36
14119,20,C32,2003,36
14120,20,C32,2004,36
14121,20,C32,2005,36
14122,20,C32,2006,36
14123,20,C32,2007,36
14124,20,C32,2008,36
14125,20,C32,2009,36
14126,20,C32,2010,36
14127,20,C32,2011,36
14128,20,C32,2012,36
14129,20,C32,2013,13
14130,20,C32,2014,36
14131,20,C32,2015,36
14132,20,C33,1999,18
14133,20,C33,2000,18
14134,20,C33,2001,18
14135,20,C33,2002,36
14136,20,C33,2003,18
14137,20,C33,2005,18
14138,20,C33,2006,36
14139,20,C33,2007,18
14140,20,C33,2009,18
14141,20,C33,2010,18
14142,20,C33,2012,36
14143,20,C33,2013,1
14144,20,C33,2014,18
14145,20,C33,2015,36
14146,20,C34,1999,36
14147,20,C34,2000,36
14148,20,C34,2001,36
14149,20,C34,2002,36
14150,20,C34,2003,36
14151,20,C34,2004,36
14152,20,C34,2005,36
14153,20,C34,2006,36
14154,20,C34,2007,36
14155,20,C34,2008,36
14156,20,C34,2009,36
14157,20,C34,2010,36
14158,20,C34,2011,36
14159,20,C34,2012,36
14160,20,C34,2013,20
14161,20,C34,2014,36
14162,20,C34,2015,36
14163,20,C37,2001,18
14164,20,C37,2002,18
14165,20,C37,2003,36
14166,20,C37,2004,18
14167,20,C37,2005,18
14168,20,C37,2008,18
14169,20,C37,2009,18
14170,20,C37,2010,36
14171,20,C37,2012,36
14172,20,C37,2013,3
14173,20,C37,2014,18
14174,20,C37,2015,36
14175,20,C38,1999,36
14176,20,C38,2000,36
14177,20,C38,2001,36
14178,20,C38,2002,36
14179,20,C38,2003,36
14180,20,C38,2004,36
14181,20,C38,2005,36
14182,20,C38,2006,36
14183,20,C38,2007,36
14184,20,C38,2008,36
14185,20,C38,2009,36
14186,20,C38,2010,18
14187,20,C38,2011,36
14188,20,C38,2012,36
14189,20,C38,2013,4
14190,20,C38,2014,36
14191,20,C38,2015,36
14192,20,C39,1999,18
14193,20,C39,2000,18
14194,20,C39,2004,18
14195,20,C39,2006,18
14196,20,C39,2007,18
14197,20,C39,2008,18
14198,20,C39,2010,18
14199,20,C39,2012,36
14200,20,C39,2013,1
14201,20,C39,2014,18
14202,20,C39,2015,36
14203,20,C40,1999,36
14204,20,C40,2000,36
14205,20,C40,2001,36
14206,20,C40,2002,36
14207,20,C40,2003,36
14208,20,C40,2004,36
14209,20,C40,2005,36
14210,20,C40,2006,36
14211,20,C40,2007,36
14212,20,C40,2008,36
14213,20,C40,2009,18
14214,20,C40,2010,18
14215,20,C40,2011,36
14216,20,C40,2012,36
14217,20,C40,2013,2
14218,20,C40,2014,36
14219,20,C40,2015,36
14220,20,C41,1999,36
14221,20,C41,2000,36
14222,20,C41,2001,36
14223,20,C41,2002,36
14224,20,C41,2003,36
14225,20,C41,2004,36
14226,20,C41,2005,36
14227,20,C41,2006,36
14228,20,C41,2007,36
14229,20,C41,2008,36
14230,20,C41,2009,36
14231,20,C41,2010,36
14232,20,C41,2011,36
14233,20,C41,2012,36
14234,20,C41,2013,5
14235,20,C41,2014,36
14236,20,C41,2015,36
14237,20,C43,1999,36
14238,20,C43,2000,36
14239,20,C43,2001,36
14240,20,C43,2002,36
14241,20,C43,2003,36
14242,20,C43,2004,36
14243,20,C43,2005,36
14244,20,C43,2006,36
14245,20,C43,2007,36
14246,20,C43,2008,36
14247,20,C43,2009,36
14248,20,C43,2010,36
14249,20,C43,2011,36
14250,20,C43,2012,36
14251,20,C43,2013,22
14252,20,C43,2014,36
14253,20,C43,2015,36
14254,20,C44,1999,36
14255,20,C44,2000,36
14256,20,C44,2001,36
14257,20,C44,2002,36
14258,20,C44,2003,36
14259,20,C44,2004,36
14260,20,C44,2005,36
14261,20,C44,2006,36
14262,20,C44,2007,36
14263,20,C44,2008,36
14264,20,C44,2009,36
14265,20,C44,2010,36
14266,20,C44,2011,36
14267,20,C44,2012,36
14268,20,C44,2013,24
14269,20,C44,2014,36
14270,20,C44,2015,36
14271,20,C45,2001,18
14272,20,C45,2002,18
14273,20,C45,2003,36
14274,20,C45,2004,18
14275,20,C45,2005,36
14276,20,C45,2006,36
14277,20,C45,2007,36
14278,20,C45,2009,36
14279,20,C45,2010,36
14280,20,C45,2011,36
14281,20,C45,2012,36
14282,20,C45,2013,2
14283,20,C45,2014,18
14284,20,C45,2015,36
14285,20,C46,2001,18
14286,20,C46,2006,18
14287,20,C46,2007,18
14288,20,C46,2011,18
14289,20,C46,2012,36
14290,20,C46,2013,1
14291,20,C46,2014,18
14292,20,C46,2015,36
14293,20,C47,2000,36
14294,20,C47,2001,36
14295,20,C47,2002,18
14296,20,C47,2003,18
14297,20,C47,2004,36
14298,20,C47,2005,18
14299,20,C47,2006,36
14300,20,C47,2007,36
14301,20,C47,2008,36
14302,20,C47,2009,18
14303,20,C47,2010,36
14304,20,C47,2011,18
14305,20,C47,2012,36
14306,20,C47,2013,3
14307,20,C47,2014,36
14308,20,C47,2015,36
14309,20,C48,1999,36
14310,20,C48,2000,36
14311,20,C48,2001,36
14312,20,C48,2002,36
14313,20,C48,2003,36
14314,20,C48,2004,36
14315,20,C48,2005,36
14316,20,C48,2006,36
14317,20,C48,2007,36
14318,20,C48,2008,18
14319,20,C48,2009,36
14320,20,C48,2011,36
14321,20,C48,2012,36
14322,20,C48,2013,7
14323,20,C48,2014,36
14324,20,C48,2015,36
14325,20,C49,1999,36
14326,20,C49,2000,36
14327,20,C49,2001,36
14328,20,C49,2002,36
14329,20,C49,2003,36
14330,20,C49,2004,36
14331,20,C49,2005,36
14332,20,C49,2006,36
14333,20,C49,2007,36
14334,20,C49,2008,36
14335,20,C49,2009,36
14336,20,C49,2010,36
14337,20,C49,2011,36
14338,20,C49,2012,36
14339,20,C49,2013,15
14340,20,C49,2014,36
14341,20,C49,2015,36
14342,20,C50,1999,36
14343,20,C50,2000,36
14344,20,C50,2001,36
14345,20,C50,2002,36
14346,20,C50,2003,36
14347,20,C50,2004,36
14348,20,C50,2005,36
14349,20,C50,2006,36
14350,20,C50,2007,36
14351,20,C50,2008,36
14352,20,C50,2009,36
14353,20,C50,2010,18
14354,20,C50,2011,36
14355,20,C50,2012,36
14356,20,C50,2013,16
14357,20,C50,2014,36
14358,20,C50,2015,36
14359,20,C51,1999,18
14360,20,C51,2000,18
14361,20,C51,2001,18
14362,20,C51,2002,18
14363,20,C51,2003,18
14364,20,C51,2004,18
14365,20,C51,2005,18
14366,20,C51,2006,18
14367,20,C51,2007,18
14368,20,C51,2008,18
14369,20,C51,2009,18
14370,20,C51,2010,18
14371,20,C51,2011,18
14372,20,C51,2012,18
14373,20,C51,2013,5
14374,20,C51,2014,18
14375,20,C51,2015,36
14376,20,C52,1999,18
14377,20,C52,2000,18
14378,20,C52,2001,18
14379,20,C52,2002,18
14380,20,C52,2003,18
14381,20,C52,2004,18
14382,20,C52,2005,18
14383,20,C52,2006,18
14384,20,C52,2007,18
14385,20,C52,2008,18
14386,20,C52,2009,18
14387,20,C52,2010,18
14388,20,C52,2011,18
14389,20,C52,2012,18
14390,20,C52,2013,5
14391,20,C52,2014,18
14392,20,C52,2015,36
14393,20,C53,1999,18
14394,20,C53,2000,18
14395,20,C53,2001,18
14396,20,C53,2002,18
14397,20,C53,2003,18
14398,20,C53,2004,18
14399,20,C53,2005,18
14400,20,C53,2006,18
14401,20,C53,2007,18
14402,20,C53,2008,18
14403,20,C53,2009,18
14404,20,C53,2010,18
14405,20,C53,2011,18
14406,20,C53,2012,18
14407,20,C53,2013,14
14408,20,C53,2014,18
14409,20,C53,2015,36
14410,20,C54,1999,18
14411,20,C54,2000,18
14412,20,C54,2001,18
14413,20,C54,2002,18
14414,20,C54,2003,18
14415,20,C54,2004,18
14416,20,C54,2005,18
14417,20,C54,2006,18
14418,20,C54,2007,18
14419,20,C54,2008,18
14420,20,C54,2009,18
14421,20,C54,2010,18
14422,20,C54,2011,18
14423,20,C54,2012,18
14424,20,C54,2013,12
14425,20,C54,2014,18
14426,20,C54,2015,36
14427,20,C55,1999,18
14428,20,C55,2000,18
14429,20,C55,2001,18
14430,20,C55,2002,18
14431,20,C55,2003,18
14432,20,C55,2004,18
14433,20,C55,2005,18
14434,20,C55,2006,18
14435,20,C55,2007,18
14436,20,C55,2008,18
14437,20,C55,2009,18
14438,20,C55,2010,18
14439,20,C55,2012,18
14440,20,C55,2014,18
14441,20,C55,2015,36
14442,20,C56,1999,18
14443,20,C56,2000,18
14444,20,C56,2001,18
14445,20,C56,2002,18
14446,20,C56,2003,18
14447,20,C56,2004,18
14448,20,C56,2005,18
14449,20,C56,2006,18
14450,20,C56,2007,18
14451,20,C56,2008,18
14452,20,C56,2009,18
14453,20,C56,2010,18
14454,20,C56,2011,18
14455,20,C56,2012,18
14456,20,C56,2013,12
14457,20,C56,2014,18
14458,20,C56,2015,36
14459,20,C57,1999,18
14460,20,C57,2000,18
14461,20,C57,2001,18
14462,20,C57,2002,18
14463,20,C57,2003,18
14464,20,C57,2004,18
14465,20,C57,2005,18
14466,20,C57,2006,18
14467,20,C57,2007,18
14468,20,C57,2008,18
14469,20,C57,2009,18
14470,20,C57,2010,18
14471,20,C57,2011,18
14472,20,C57,2012,18
14473,20,C57,2013,4
14474,20,C57,2014,18
14475,20,C57,2015,36
14476,20,C58,2001,18
14477,20,C58,2003,18
14478,20,C58,2012,18
14479,20,C58,2013,2
14480,20,C58,2015,36
14481,20,C60,1999,18
14482,20,C60,2000,18
14483,20,C60,2001,18
14484,20,C60,2002,18
14485,20,C60,2003,18
14486,20,C60,2004,18
14487,20,C60,2005,18
14488,20,C60,2006,18
14489,20,C60,2007,18
14490,20,C60,2008,18
14491,20,C60,2009,18
14492,20,C60,2010,18
14493,20,C60,2011,18
14494,20,C60,2012,18
14495,20,C60,2013,3
14496,20,C60,2014,18
14497,20,C60,2015,36
14498,20,C61,1999,18
14499,20,C61,2000,18
14500,20,C61,2001,18
14501,20,C61,2002,18
14502,20,C61,2003,18
14503,20,C61,2004,18
14504,20,C61,2005,18
14505,20,C61,2006,18
14506,20,C61,2007,18
14507,20,C61,2008,18
14508,20,C61,2009,18
14509,20,C61,2010,18
14510,20,C61,2011,18
14511,20,C61,2012,18
14512,20,C61,2013,9
14513,20,C61,2014,18
14514,20,C61,2015,36
14515,20,C62,1999,18
14516,20,C62,2000,18
14517,20,C62,2001,18
14518,20,C62,2002,18
14519,20,C62,2003,18
14520,20,C62,2004,18
14521,20,C62,2005,18
14522,20,C62,2006,18
14523,20,C62,2007,18
14524,20,C62,2008,18
14525,20,C62,2009,18
14526,20,C62,2010,18
14527,20,C62,2011,18
14528,20,C62,2012,18
14529,20,C62,2013,9
14530,20,C62,2014,18
14531,20,C62,2015,36
14532,20,C63,2000,18
14533,20,C63,2001,18
14534,20,C63,2002,18
14535,20,C63,2003,18
14536,20,C63,2004,18
14537,20,C63,2012,18
14538,20,C63,2014,18
14539,20,C63,2015,36
14540,20,C64,1999,36
14541,20,C64,2000,36
14542,20,C64,2001,36
14543,20,C64,2002,36
14544,20,C64,2003,36
14545,20,C64,2004,36
14546,20,C64,2005,36
14547,20,C64,2006,36
14548,20,C64,2007,36
14549,20,C64,2008,36
14550,20,C64,2009,36
14551,20,C64,2010,36
14552,20,C64,2011,36
14553,20,C64,2012,36
14554,20,C64,2013,24
14555,20,C64,2014,36
14556,20,C64,2015,36
14557,20,C65,1999,36
14558,20,C65,2000,18
14559,20,C65,2001,18
14560,20,C65,2002,36
14561,20,C65,2003,36
14562,20,C65,2004,36
14563,20,C65,2005,36
14564,20,C65,2006,18
14565,20,C65,2007,18
14566,20,C65,2008,36
14567,20,C65,2009,36
14568,20,C65,2010,18
14569,20,C65,2011,36
14570,20,C65,2012,36
14571,20,C65,2013,11
14572,20,C65,2014,36
14573,20,C65,2015,36
14574,20,C66,2000,36
14575,20,C66,2001,18
14576,20,C66,2002,18
14577,20,C66,2003,18
14578,20,C66,2004,36
14579,20,C66,2005,18
14580,20,C66,2007,36
14581,20,C66,2008,18
14582,20,C66,2009,18
14583,20,C66,2011,18
14584,20,C66,2012,36
14585,20,C66,2013,1
14586,20,C66,2014,36
14587,20,C66,2015,36
14588,20,C67,1999,36
14589,20,C67,2000,36
14590,20,C67,2001,36
14591,20,C67,2002,36
14592,20,C67,2003,36
14593,20,C67,2004,36
14594,20,C67,2005,36
14595,20,C67,2006,36
14596,20,C67,2007,36
14597,20,C67,2008,36
14598,20,C67,2009,36
14599,20,C67,2010,36
14600,20,C67,2011,36
14601,20,C67,2012,36
14602,20,C67,2013,18
14603,20,C67,2014,36
14604,20,C67,2015,36
14605,20,C68,2002,18
14606,20,C68,2004,36
14607,20,C68,2005,18
14608,20,C68,2006,18
14609,20,C68,2011,18
14610,20,C68,2012,36
14611,20,C68,2013,1
14612,20,C68,2015,36
14613,20,C69,1999,36
14614,20,C69,2000,36
14615,20,C69,2001,36
14616,20,C69,2002,36
14617,20,C69,2003,36
14618,20,C69,2004,36
14619,20,C69,2005,36
14620,20,C69,2006,36
14621,20,C69,2007,36
14622,20,C69,2008,36
14623,20,C69,2009,36
14624,20,C69,2010,36
14625,20,C69,2011,36
14626,20,C69,2012,36
14627,20,C69,2013,7
14628,20,C69,2014,36
14629,20,C69,2015,36
14630,20,C70,1999,18
14631,20,C70,2000,18
14632,20,C70,2002,18
14633,20,C70,2003,36
14634,20,C70,2004,18
14635,20,C70,2005,36
14636,20,C70,2006,36
14637,20,C70,2007,36
14638,20,C70,2008,36
14639,20,C70,2009,36
14640,20,C70,2010,36
14641,20,C70,2011,36
14642,20,C70,2012,36
14643,20,C70,2013,8
14644,20,C70,2014,36
14645,20,C70,2015,36
14646,20,C71,1999,36
14647,20,C71,2000,36
14648,20,C71,2001,36
14649,20,C71,2002,36
14650,20,C71,2003,36
14651,20,C71,2004,36
14652,20,C71,2005,36
14653,20,C71,2006,36
14654,20,C71,2007,36
14655,20,C71,2008,36
14656,20,C71,2009,36
14657,20,C71,2010,36
14658,20,C71,2011,36
14659,20,C71,2012,36
14660,20,C71,2013,26
14661,20,C71,2014,36
14662,20,C71,2015,36
14663,20,C72,1999,36
14664,20,C72,2000,36
14665,20,C72,2001,36
14666,20,C72,2002,36
14667,20,C72,2003,18
14668,20,C72,2004,36
14669,20,C72,2005,18
14670,20,C72,2006,36
14671,20,C72,2007,18
14672,20,C72,2008,36
14673,20,C72,2009,36
14674,20,C72,2010,36
14675,20,C72,2011,36
14676,20,C72,2012,36
14677,20,C72,2013,2
14678,20,C72,2015,36
14679,20,C73,1999,36
14680,20,C73,2000,36
14681,20,C73,2001,36
14682,20,C73,2002,36
14683,20,C73,2003,36
14684,20,C73,2004,36
14685,20,C73,2005,36
14686,20,C73,2006,36
14687,20,C73,2007,36
14688,20,C73,2008,36
14689,20,C73,2009,36
14690,20,C73,2010,36
14691,20,C73,2011,36
14692,20,C73,2012,36
14693,20,C73,2013,25
14694,20,C73,2014,36
14695,20,C73,2015,36
14696,20,C74,1999,36
14697,20,C74,2000,36
14698,20,C74,2001,36
14699,20,C74,2002,18
14700,20,C74,2003,36
14701,20,C74,2004,36
14702,20,C74,2005,18
14703,20,C74,2006,36
14704,20,C74,2007,36
14705,20,C74,2008,18
14706,20,C74,2009,36
14707,20,C74,2010,18
14708,20,C74,2011,18
14709,20,C74,2012,36
14710,20,C74,2013,3
14711,20,C74,2014,18
14712,20,C74,2015,36
14713,20,C75,1999,36
14714,20,C75,2000,18
14715,20,C75,2002,18
14716,20,C75,2003,18
14717,20,C75,2004,18
14718,20,C75,2005,36
14719,20,C75,2006,18
14720,20,C75,2007,18
14721,20,C75,2008,36
14722,20,C75,2009,18
14723,20,C75,2010,36
14724,20,C75,2011,36
14725,20,C75,2012,36
14726,20,C75,2013,2
14727,20,C75,2014,36
14728,20,C75,2015,36
14729,20,C76,1999,36
14730,20,C76,2000,36
14731,20,C76,2001,36
14732,20,C76,2002,36
14733,20,C76,2003,36
14734,20,C76,2004,36
14735,20,C76,2005,36
14736,20,C76,2006,36
14737,20,C76,2007,36
14738,20,C76,2008,36
14739,20,C76,2009,36
14740,20,C76,2010,36
14741,20,C76,2011,36
14742,20,C76,2012,36
14743,20,C76,2013,13
14744,20,C76,2014,36
14745,20,C76,2015,36
14746,20,C77,1999,36
14747,20,C77,2000,36
14748,20,C77,2001,36
14749,20,C77,2002,36
14750,20,C77,2003,36
14751,20,C77,2004,36
14752,20,C77,2005,36
14753,20,C77,2006,36
14754,20,C77,2007,18
14755,20,C77,2008,36
14756,20,C77,2009,36
14757,20,C77,2010,36
14758,20,C77,2011,18
14759,20,C77,2012,36
14760,20,C77,2013,6
14761,20,C77,2014,36
14762,20,C77,2015,36
14763,20,C78,1999,36
14764,20,C78,2000,36
14765,20,C78,2001,36
14766,20,C78,2002,36
14767,20,C78,2003,36
14768,20,C78,2004,36
14769,20,C78,2005,36
14770,20,C78,2006,36
14771,20,C78,2007,36
14772,20,C78,2008,36
14773,20,C78,2009,36
14774,20,C78,2010,36
14775,20,C78,2011,36
14776,20,C78,2012,36
14777,20,C78,2013,14
14778,20,C78,2014,36
14779,20,C78,2015,36
14780,20,C79,1999,18
14781,20,C79,2000,36
14782,20,C79,2001,36
14783,20,C79,2002,36
14784,20,C79,2003,36
14785,20,C79,2004,36
14786,20,C79,2005,36
14787,20,C79,2006,36
14788,20,C79,2007,36
14789,20,C79,2008,36
14790,20,C79,2009,36
14791,20,C79,2010,36
14792,20,C79,2011,36
14793,20,C79,2012,36
14794,20,C79,2013,10
14795,20,C79,2014,36
14796,20,C79,2015,36
14797,20,C80,1999,36
14798,20,C80,2000,36
14799,20,C80,2001,36
14800,20,C80,2002,36
14801,20,C80,2003,36
14802,20,C80,2004,36
14803,20,C80,2005,36
14804,20,C80,2006,36
14805,20,C80,2007,36
14806,20,C80,2008,36
14807,20,C80,2009,36
14808,20,C80,2010,36
14809,20,C80,2011,36
14810,20,C80,2012,36
14811,20,C80,2013,9
14812,20,C80,2014,36
14813,20,C80,2015,36
14814,20,C81,1999,36
14815,20,C81,2000,36
14816,20,C81,2001,36
14817,20,C81,2002,36
14818,20,C81,2003,36
14819,20,C81,2004,36
14820,20,C81,2005,36
14821,20,C81,2006,36
14822,20,C81,2007,36
14823,20,C81,2008,36
14824,20,C81,2009,36
14825,20,C81,2010,36
14826,20,C81,2011,36
14827,20,C81,2012,36
14828,20,C81,2013,17
14829,20,C81,2014,36
14830,20,C81,2015,36
14831,20,C82,1999,36
14832,20,C82,2000,36
14833,20,C82,2001,36
14834,20,C82,2002,36
14835,20,C82,2003,36
14836,20,C82,2004,36
14837,20,C82,2005,36
14838,20,C82,2006,36
14839,20,C82,2007,18
14840,20,C82,2009,18
14841,20,C82,2010,36
14842,20,C82,2011,36
14843,20,C82,2012,36
14844,20,C82,2013,7
14845,20,C82,2014,36
14846,20,C82,2015,36
14847,20,C83,1999,36
14848,20,C83,2000,36
14849,20,C83,2001,36
14850,20,C83,2002,36
14851,20,C83,2003,36
14852,20,C83,2004,36
14853,20,C83,2005,36
14854,20,C83,2006,36
14855,20,C83,2007,36
14856,20,C83,2008,36
14857,20,C83,2009,36
14858,20,C83,2010,36
14859,20,C83,2011,36
