,Wojewodztwo,ICD10,Rok,Liczba
6849,10,C58,2013,1
6850,10,C58,2015,36
6851,10,C60,1999,18
6852,10,C60,2000,18
6853,10,C60,2001,18
6854,10,C60,2002,18
6855,10,C60,2003,18
6856,10,C60,2004,18
6857,10,C60,2005,18
6858,10,C60,2006,18
6859,10,C60,2007,18
6860,10,C60,2008,18
6861,10,C60,2009,18
6862,10,C60,2010,18
6863,10,C60,2011,18
6864,10,C60,2012,18
6865,10,C60,2013,7
6866,10,C60,2014,18
6867,10,C60,2015,36
6868,10,C61,1999,18
6869,10,C61,2000,18
6870,10,C61,2001,18
6871,10,C61,2002,18
6872,10,C61,2003,18
6873,10,C61,2004,18
6874,10,C61,2005,18
6875,10,C61,2006,18
6876,10,C61,2007,18
6877,10,C61,2008,18
6878,10,C61,2009,18
6879,10,C61,2010,18
6880,10,C61,2011,18
6881,10,C61,2012,18
6882,10,C61,2013,10
6883,10,C61,2014,18
6884,10,C61,2015,36
6885,10,C62,1999,18
6886,10,C62,2000,18
6887,10,C62,2001,18
6888,10,C62,2002,18
6889,10,C62,2003,18
6890,10,C62,2004,18
6891,10,C62,2005,18
6892,10,C62,2006,18
6893,10,C62,2007,18
6894,10,C62,2008,18
6895,10,C62,2009,18
6896,10,C62,2010,18
6897,10,C62,2011,18
6898,10,C62,2012,18
6899,10,C62,2013,13
6900,10,C62,2014,18
6901,10,C62,2015,36
6902,10,C63,2001,18
6903,10,C63,2005,18
6904,10,C63,2006,18
6905,10,C63,2007,18
6906,10,C63,2008,18
6907,10,C63,2010,18
6908,10,C63,2011,18
6909,10,C63,2012,18
6910,10,C63,2013,2
6911,10,C63,2014,18
6912,10,C63,2015,36
6913,10,C64,1999,36
6914,10,C64,2000,36
6915,10,C64,2001,36
6916,10,C64,2002,36
6917,10,C64,2003,36
6918,10,C64,2004,36
6919,10,C64,2005,36
6920,10,C64,2006,36
6921,10,C64,2007,36
6922,10,C64,2008,36
6923,10,C64,2009,36
6924,10,C64,2010,36
6925,10,C64,2011,36
6926,10,C64,2012,36
6927,10,C64,2013,28
6928,10,C64,2014,36
6929,10,C64,2015,36
6930,10,C65,1999,18
6931,10,C65,2000,36
6932,10,C65,2001,36
6933,10,C65,2002,36
6934,10,C65,2003,36
6935,10,C65,2004,36
6936,10,C65,2005,36
6937,10,C65,2006,36
6938,10,C65,2007,36
6939,10,C65,2008,36
6940,10,C65,2009,36
6941,10,C65,2010,36
6942,10,C65,2011,36
6943,10,C65,2012,36
6944,10,C65,2013,7
6945,10,C65,2014,36
6946,10,C65,2015,36
6947,10,C66,1999,18
6948,10,C66,2000,36
6949,10,C66,2003,36
6950,10,C66,2004,36
6951,10,C66,2005,18
6952,10,C66,2006,36
6953,10,C66,2007,18
6954,10,C66,2008,36
6955,10,C66,2009,36
6956,10,C66,2010,36
6957,10,C66,2011,36
6958,10,C66,2012,36
6959,10,C66,2013,10
6960,10,C66,2014,36
6961,10,C66,2015,36
6962,10,C67,1999,36
6963,10,C67,2000,36
6964,10,C67,2001,36
6965,10,C67,2002,36
6966,10,C67,2003,36
6967,10,C67,2004,36
6968,10,C67,2005,36
6969,10,C67,2006,36
6970,10,C67,2007,36
6971,10,C67,2008,36
6972,10,C67,2009,36
6973,10,C67,2010,36
6974,10,C67,2011,36
6975,10,C67,2012,36
6976,10,C67,2013,25
6977,10,C67,2014,36
6978,10,C67,2015,36
6979,10,C68,1999,18
6980,10,C68,2000,18
6981,10,C68,2002,36
6982,10,C68,2003,18
6983,10,C68,2004,18
6984,10,C68,2005,18
6985,10,C68,2006,18
6986,10,C68,2007,18
6987,10,C68,2008,18
6988,10,C68,2009,36
6989,10,C68,2010,36
6990,10,C68,2011,36
6991,10,C68,2012,36
6992,10,C68,2013,4
6993,10,C68,2014,36
6994,10,C68,2015,36
6995,10,C69,1999,36
6996,10,C69,2000,36
6997,10,C69,2001,36
6998,10,C69,2002,36
6999,10,C69,2003,36
7000,10,C69,2004,36
7001,10,C69,2005,36
7002,10,C69,2006,36
7003,10,C69,2007,36
7004,10,C69,2008,36
7005,10,C69,2009,36
7006,10,C69,2010,36
7007,10,C69,2011,36
7008,10,C69,2012,36
7009,10,C69,2013,9
7010,10,C69,2014,36
7011,10,C69,2015,36
7012,10,C70,1999,36
7013,10,C70,2001,36
7014,10,C70,2002,18
7015,10,C70,2003,18
7016,10,C70,2004,36
7017,10,C70,2005,36
7018,10,C70,2006,36
7019,10,C70,2007,36
7020,10,C70,2008,36
7021,10,C70,2009,36
7022,10,C70,2010,36
7023,10,C70,2011,36
7024,10,C70,2012,36
7025,10,C70,2013,19
7026,10,C70,2014,36
7027,10,C70,2015,36
7028,10,C71,1999,36
7029,10,C71,2000,36
7030,10,C71,2001,36
7031,10,C71,2002,36
7032,10,C71,2003,36
7033,10,C71,2004,36
7034,10,C71,2005,36
7035,10,C71,2006,36
7036,10,C71,2007,36
7037,10,C71,2008,36
7038,10,C71,2009,36
7039,10,C71,2010,36
7040,10,C71,2011,36
7041,10,C71,2012,36
7042,10,C71,2013,32
7043,10,C71,2014,36
7044,10,C71,2015,36
7045,10,C72,1999,36
7046,10,C72,2000,36
7047,10,C72,2001,36
7048,10,C72,2002,36
7049,10,C72,2003,36
7050,10,C72,2004,36
7051,10,C72,2005,36
7052,10,C72,2006,36
7053,10,C72,2007,36
7054,10,C72,2008,36
7055,10,C72,2009,36
7056,10,C72,2010,36
7057,10,C72,2011,36
7058,10,C72,2012,36
7059,10,C72,2013,11
7060,10,C72,2014,36
7061,10,C72,2015,36
7062,10,C73,1999,36
7063,10,C73,2000,36
7064,10,C73,2001,36
7065,10,C73,2002,36
7066,10,C73,2003,36
7067,10,C73,2004,36
7068,10,C73,2005,36
7069,10,C73,2006,36
7070,10,C73,2007,36
7071,10,C73,2008,36
7072,10,C73,2009,36
7073,10,C73,2010,36
7074,10,C73,2011,36
7075,10,C73,2012,36
7076,10,C73,2013,25
7077,10,C73,2014,36
7078,10,C73,2015,36
7079,10,C74,1999,36
7080,10,C74,2000,36
7081,10,C74,2001,36
7082,10,C74,2002,36
7083,10,C74,2003,36
7084,10,C74,2004,36
7085,10,C74,2005,36
7086,10,C74,2006,36
7087,10,C74,2007,36
7088,10,C74,2008,36
7089,10,C74,2009,36
7090,10,C74,2010,36
7091,10,C74,2011,36
7092,10,C74,2012,36
7093,10,C74,2013,10
7094,10,C74,2014,36
7095,10,C74,2015,36
7096,10,C75,1999,36
7097,10,C75,2000,36
7098,10,C75,2001,36
7099,10,C75,2002,36
7100,10,C75,2003,18
7101,10,C75,2004,36
7102,10,C75,2005,36
7103,10,C75,2006,36
7104,10,C75,2007,36
7105,10,C75,2008,36
7106,10,C75,2009,36
7107,10,C75,2010,36
7108,10,C75,2011,36
7109,10,C75,2012,36
7110,10,C75,2013,12
7111,10,C75,2014,36
7112,10,C75,2015,36
7113,10,C76,1999,36
7114,10,C76,2000,36
7115,10,C76,2001,36
7116,10,C76,2002,36
7117,10,C76,2003,36
7118,10,C76,2004,36
7119,10,C76,2005,36
7120,10,C76,2006,36
7121,10,C76,2007,36
7122,10,C76,2008,36
7123,10,C76,2009,36
7124,10,C76,2010,36
7125,10,C76,2011,36
7126,10,C76,2012,36
7127,10,C76,2013,18
7128,10,C76,2014,36
7129,10,C76,2015,36
7130,10,C77,1999,18
7131,10,C77,2000,36
7132,10,C77,2001,36
7133,10,C77,2002,36
7134,10,C77,2003,36
7135,10,C77,2004,36
7136,10,C77,2005,36
7137,10,C77,2006,36
7138,10,C77,2007,36
7139,10,C77,2008,36
7140,10,C77,2009,36
7141,10,C77,2010,36
7142,10,C77,2011,36
7143,10,C77,2012,36
7144,10,C77,2013,16
7145,10,C77,2014,36
7146,10,C77,2015,36
7147,10,C78,1999,36
7148,10,C78,2000,36
7149,10,C78,2001,36
7150,10,C78,2002,36
7151,10,C78,2003,36
7152,10,C78,2004,36
7153,10,C78,2005,36
7154,10,C78,2006,36
7155,10,C78,2007,36
7156,10,C78,2008,36
7157,10,C78,2009,36
7158,10,C78,2010,36
7159,10,C78,2011,36
7160,10,C78,2012,36
7161,10,C78,2013,18
7162,10,C78,2014,36
7163,10,C78,2015,36
7164,10,C79,1999,36
7165,10,C79,2000,36
7166,10,C79,2001,36
7167,10,C79,2002,36
7168,10,C79,2003,36
7169,10,C79,2004,36
7170,10,C79,2005,36
7171,10,C79,2006,36
7172,10,C79,2007,36
7173,10,C79,2008,36
7174,10,C79,2009,36
7175,10,C79,2010,36
7176,10,C79,2011,36
7177,10,C79,2012,36
7178,10,C79,2013,20
7179,10,C79,2014,36
7180,10,C79,2015,36
7181,10,C80,1999,36
7182,10,C80,2000,36
7183,10,C80,2001,36
7184,10,C80,2002,36
7185,10,C80,2003,36
7186,10,C80,2004,36
7187,10,C80,2005,36
7188,10,C80,2006,36
7189,10,C80,2007,36
7190,10,C80,2008,36
7191,10,C80,2009,36
7192,10,C80,2010,36
7193,10,C80,2011,36
7194,10,C80,2012,36
7195,10,C80,2013,23
7196,10,C80,2014,36
7197,10,C80,2015,36
7198,10,C81,1999,36
7199,10,C81,2000,36
7200,10,C81,2001,36
7201,10,C81,2002,36
7202,10,C81,2003,36
7203,10,C81,2004,36
7204,10,C81,2005,36
7205,10,C81,2006,36
7206,10,C81,2007,36
7207,10,C81,2008,36
7208,10,C81,2009,36
7209,10,C81,2010,36
7210,10,C81,2011,36
7211,10,C81,2012,36
7212,10,C81,2013,24
7213,10,C81,2014,36
7214,10,C81,2015,36
7215,10,C82,1999,36
7216,10,C82,2001,36
7217,10,C82,2002,36
7218,10,C82,2003,18
7219,10,C82,2004,36
7220,10,C82,2005,36
7221,10,C82,2006,36
7222,10,C82,2007,36
7223,10,C82,2008,36
7224,10,C82,2009,36
7225,10,C82,2010,36
7226,10,C82,2011,36
7227,10,C82,2012,36
7228,10,C82,2013,18
7229,10,C82,2014,36
7230,10,C82,2015,36
7231,10,C83,1999,36
7232,10,C83,2000,18
7233,10,C83,2001,36
7234,10,C83,2002,18
7235,10,C83,2003,36
7236,10,C83,2004,36
7237,10,C83,2005,36
7238,10,C83,2006,36
7239,10,C83,2007,36
7240,10,C83,2008,36
7241,10,C83,2009,36
7242,10,C83,2010,36
7243,10,C83,2011,36
7244,10,C83,2012,36
7245,10,C83,2013,25
7246,10,C83,2014,36
7247,10,C83,2015,36
7248,10,C84,1999,18
7249,10,C84,2001,18
7250,10,C84,2002,36
7251,10,C84,2003,36
7252,10,C84,2004,36
7253,10,C84,2005,36
7254,10,C84,2006,36
7255,10,C84,2007,36
7256,10,C84,2008,36
7257,10,C84,2009,36
7258,10,C84,2010,36
7259,10,C84,2011,36
7260,10,C84,2012,36
7261,10,C84,2013,9
7262,10,C84,2014,36
7263,10,C84,2015,36
7264,10,C85,1999,36
7265,10,C85,2000,36
7266,10,C85,2001,36
7267,10,C85,2002,36
7268,10,C85,2003,36
7269,10,C85,2004,36
7270,10,C85,2005,36
7271,10,C85,2006,36
7272,10,C85,2007,36
7273,10,C85,2008,36
7274,10,C85,2009,36
7275,10,C85,2010,36
7276,10,C85,2011,36
7277,10,C85,2012,36
7278,10,C85,2013,22
7279,10,C85,2014,36
7280,10,C85,2015,36
7281,10,C88,1999,18
7282,10,C88,2003,36
7283,10,C88,2004,18
7284,10,C88,2005,36
7285,10,C88,2006,36
7286,10,C88,2007,36
7287,10,C88,2008,18
7288,10,C88,2009,36
7289,10,C88,2010,18
7290,10,C88,2011,18
7291,10,C88,2012,36
7292,10,C88,2013,13
7293,10,C88,2014,36
7294,10,C88,2015,36
7295,10,C90,1999,36
7296,10,C90,2000,36
7297,10,C90,2001,36
7298,10,C90,2002,36
7299,10,C90,2003,36
7300,10,C90,2004,36
7301,10,C90,2005,36
7302,10,C90,2006,36
7303,10,C90,2007,36
7304,10,C90,2008,36
7305,10,C90,2009,36
7306,10,C90,2010,36
7307,10,C90,2011,36
7308,10,C90,2012,36
7309,10,C90,2013,22
7310,10,C90,2014,36
7311,10,C90,2015,36
7312,10,C91,1999,36
7313,10,C91,2000,36
7314,10,C91,2001,36
7315,10,C91,2002,36
7316,10,C91,2003,36
7317,10,C91,2004,36
7318,10,C91,2005,36
7319,10,C91,2006,36
7320,10,C91,2007,36
7321,10,C91,2008,36
7322,10,C91,2009,36
7323,10,C91,2010,36
7324,10,C91,2011,36
7325,10,C91,2012,36
7326,10,C91,2013,28
7327,10,C91,2014,36
7328,10,C91,2015,36
7329,10,C92,1999,36
7330,10,C92,2000,36
7331,10,C92,2001,36
7332,10,C92,2002,36
7333,10,C92,2003,36
7334,10,C92,2004,36
7335,10,C92,2005,36
7336,10,C92,2006,36
7337,10,C92,2007,36
7338,10,C92,2008,36
7339,10,C92,2009,36
7340,10,C92,2010,36
7341,10,C92,2011,36
7342,10,C92,2012,36
7343,10,C92,2013,26
7344,10,C92,2014,36
7345,10,C92,2015,36
7346,10,C93,1999,18
7347,10,C93,2003,18
7348,10,C93,2004,36
7349,10,C93,2005,36
7350,10,C93,2006,18
7351,10,C93,2007,36
7352,10,C93,2008,18
7353,10,C93,2009,18
7354,10,C93,2010,18
7355,10,C93,2011,36
7356,10,C93,2012,36
7357,10,C93,2013,4
7358,10,C93,2014,36
7359,10,C93,2015,36
7360,10,C94,1999,36
7361,10,C94,2000,36
7362,10,C94,2001,36
7363,10,C94,2002,36
7364,10,C94,2003,36
7365,10,C94,2004,36
7366,10,C94,2005,36
7367,10,C94,2006,36
7368,10,C94,2007,36
7369,10,C94,2008,36
7370,10,C94,2009,36
7371,10,C94,2010,36
7372,10,C94,2011,36
7373,10,C94,2012,36
7374,10,C94,2013,10
7375,10,C94,2014,36
7376,10,C94,2015,36
7377,10,C95,1999,36
7378,10,C95,2000,36
7379,10,C95,2001,36
7380,10,C95,2002,36
7381,10,C95,2003,36
7382,10,C95,2004,36
7383,10,C95,2005,36
7384,10,C95,2006,18
7385,10,C95,2007,36
7386,10,C95,2008,36
7387,10,C95,2009,36
7388,10,C95,2010,36
7389,10,C95,2011,36
7390,10,C95,2012,36
7391,10,C95,2013,5
7392,10,C95,2014,36
7393,10,C95,2015,36
7394,10,C96,1999,36
7395,10,C96,2000,36
7396,10,C96,2001,36
7397,10,C96,2002,36
7398,10,C96,2003,36
7399,10,C96,2006,36
7400,10,C96,2007,36
7401,10,C96,2008,18
7402,10,C96,2009,18
7403,10,C96,2010,36
7404,10,C96,2011,18
7405,10,C96,2012,36
7406,10,C96,2013,4
7407,10,C96,2014,36
7408,10,C96,2015,36
7409,10,C97,1999,18
7410,10,C97,2001,18
7411,10,C97,2012,36
7412,10,C97,2015,36
7413,10,D00,2001,18
7414,10,D00,2002,18
7415,10,D00,2003,18
7416,10,D00,2004,18
7417,10,D00,2005,18
7418,10,D00,2012,19
7419,10,D00,2014,18
7420,10,D00,2015,36
7421,10,D01,2003,36
7422,10,D01,2004,18
7423,10,D01,2005,18
7424,10,D01,2007,18
7425,10,D01,2008,18
7426,10,D01,2009,18
7427,10,D01,2011,18
7428,10,D01,2012,36
7429,10,D01,2015,36
7430,10,D02,2005,18
7431,10,D02,2008,18
7432,10,D02,2009,18
7433,10,D02,2010,18
7434,10,D02,2012,18
7435,10,D02,2013,1
7436,10,D02,2014,18
7437,10,D02,2015,36
7438,10,D03,2004,18
7439,10,D03,2005,18
7440,10,D03,2006,18
7441,10,D03,2007,18
7442,10,D03,2008,36
7443,10,D03,2009,18
7444,10,D03,2010,18
7445,10,D03,2012,36
7446,10,D03,2013,5
7447,10,D03,2014,18
7448,10,D03,2015,36
7449,10,D04,2003,18
7450,10,D04,2004,36
7451,10,D04,2005,36
7452,10,D04,2006,36
7453,10,D04,2007,36
7454,10,D04,2008,18
7455,10,D04,2009,36
7456,10,D04,2010,36
7457,10,D04,2011,18
7458,10,D04,2012,36
7459,10,D04,2013,5
7460,10,D04,2014,36
7461,10,D04,2015,36
7462,10,D05,2002,18
7463,10,D05,2004,18
7464,10,D05,2005,18
7465,10,D05,2006,18
7466,10,D05,2007,18
7467,10,D05,2008,18
7468,10,D05,2009,36
7469,10,D05,2010,18
7470,10,D05,2011,18
7471,10,D05,2012,36
7472,10,D05,2013,10
7473,10,D05,2014,18
7474,10,D05,2015,36
7475,10,D06,2001,18
7476,10,D06,2002,18
7477,10,D06,2003,18
7478,10,D06,2004,18
7479,10,D06,2005,18
7480,10,D06,2006,18
7481,10,D06,2007,18
7482,10,D06,2008,18
7483,10,D06,2009,18
7484,10,D06,2010,18
7485,10,D06,2011,18
7486,10,D06,2012,18
7487,10,D06,2013,7
7488,10,D06,2014,18
7489,10,D06,2015,36
7490,10,D07,2002,18
7491,10,D07,2004,18
7492,10,D07,2005,18
7493,10,D07,2006,18
7494,10,D07,2007,36
7495,10,D07,2008,18
7496,10,D07,2009,18
7497,10,D07,2010,36
7498,10,D07,2012,36
7499,10,D07,2013,3
7500,10,D07,2014,36
7501,10,D07,2015,36
7502,10,D09,2002,18
7503,10,D09,2003,18
7504,10,D09,2004,18
7505,10,D09,2005,36
7506,10,D09,2006,18
7507,10,D09,2009,36
7508,10,D09,2010,36
7509,10,D09,2012,36
7510,10,D09,2013,11
7511,10,D09,2014,36
7512,10,D09,2015,36
7513,12,C00,1999,36
7514,12,C00,2000,36
7515,12,C00,2001,36
7516,12,C00,2002,36
7517,12,C00,2003,36
7518,12,C00,2004,36
7519,12,C00,2005,36
7520,12,C00,2006,36
7521,12,C00,2007,36
7522,12,C00,2008,36
7523,12,C00,2009,36
7524,12,C00,2010,36
7525,12,C00,2011,36
7526,12,C00,2012,36
7527,12,C00,2013,13
7528,12,C00,2014,36
7529,12,C00,2015,36
7530,12,C01,1999,18
7531,12,C01,2000,18
7532,12,C01,2001,18
7533,12,C01,2002,18
7534,12,C01,2003,18
7535,12,C01,2004,18
7536,12,C01,2005,18
7537,12,C01,2006,18
7538,12,C01,2007,36
7539,12,C01,2008,36
7540,12,C01,2009,36
7541,12,C01,2010,18
7542,12,C01,2011,36
7543,12,C01,2012,36
7544,12,C01,2013,7
7545,12,C01,2014,36
7546,12,C01,2015,36
7547,12,C02,1999,36
7548,12,C02,2000,36
7549,12,C02,2001,36
7550,12,C02,2002,36
7551,12,C02,2003,36
7552,12,C02,2004,36
7553,12,C02,2005,36
7554,12,C02,2006,36
7555,12,C02,2007,36
7556,12,C02,2008,36
7557,12,C02,2009,36
7558,12,C02,2010,36
7559,12,C02,2011,36
7560,12,C02,2012,36
7561,12,C02,2013,15
7562,12,C02,2014,36
7563,12,C02,2015,36
7564,12,C03,1999,36
7565,12,C03,2000,36
7566,12,C03,2001,36
7567,12,C03,2002,18
7568,12,C03,2003,36
7569,12,C03,2004,36
7570,12,C03,2005,36
7571,12,C03,2006,36
7572,12,C03,2007,36
7573,12,C03,2008,36
7574,12,C03,2009,36
7575,12,C03,2010,36
7576,12,C03,2011,36
7577,12,C03,2012,36
7578,12,C03,2013,8
7579,12,C03,2014,36
7580,12,C03,2015,36
7581,12,C04,1999,36
7582,12,C04,2000,36
7583,12,C04,2001,18
7584,12,C04,2002,36
7585,12,C04,2003,36
7586,12,C04,2004,36
7587,12,C04,2005,36
7588,12,C04,2006,36
7589,12,C04,2007,36
7590,12,C04,2008,36
7591,12,C04,2009,36
7592,12,C04,2010,36
7593,12,C04,2011,36
7594,12,C04,2012,36
7595,12,C04,2013,9
7596,12,C04,2014,36
7597,12,C04,2015,36
7598,12,C05,1999,36
7599,12,C05,2000,36
7600,12,C05,2001,36
7601,12,C05,2002,36
7602,12,C05,2003,36
7603,12,C05,2004,36
7604,12,C05,2005,36
7605,12,C05,2006,18
7606,12,C05,2007,36
7607,12,C05,2008,36
7608,12,C05,2009,36
7609,12,C05,2010,36
7610,12,C05,2011,36
7611,12,C05,2012,36
7612,12,C05,2013,5
7613,12,C05,2014,36
7614,12,C05,2015,36
7615,12,C06,1999,36
7616,12,C06,2000,36
7617,12,C06,2001,18
7618,12,C06,2002,36
7619,12,C06,2003,36
7620,12,C06,2004,36
7621,12,C06,2005,36
7622,12,C06,2006,36
7623,12,C06,2007,36
7624,12,C06,2008,36
7625,12,C06,2009,36
7626,12,C06,2010,36
7627,12,C06,2011,36
7628,12,C06,2012,36
7629,12,C06,2013,11
7630,12,C06,2014,36
7631,12,C06,2015,36
7632,12,C07,1999,36
7633,12,C07,2000,36
7634,12,C07,2001,36
7635,12,C07,2002,36
7636,12,C07,2003,36
7637,12,C07,2004,36
7638,12,C07,2005,36
7639,12,C07,2006,36
7640,12,C07,2007,36
7641,12,C07,2008,36
7642,12,C07,2009,36
7643,12,C07,2010,36
7644,12,C07,2011,36
7645,12,C07,2012,36
7646,12,C07,2013,17
7647,12,C07,2014,36
7648,12,C07,2015,36
7649,12,C08,1999,36
7650,12,C08,2000,36
7651,12,C08,2001,36
7652,12,C08,2002,36
7653,12,C08,2003,36
7654,12,C08,2004,36
7655,12,C08,2005,36
7656,12,C08,2006,36
7657,12,C08,2007,36
7658,12,C08,2008,36
7659,12,C08,2009,36
7660,12,C08,2010,36
7661,12,C08,2011,36
7662,12,C08,2012,36
7663,12,C08,2013,9
7664,12,C08,2014,36
7665,12,C08,2015,36
7666,12,C09,1999,36
7667,12,C09,2000,36
7668,12,C09,2001,36
7669,12,C09,2002,36
7670,12,C09,2003,36
7671,12,C09,2004,36
7672,12,C09,2005,36
7673,12,C09,2006,36
7674,12,C09,2007,36
7675,12,C09,2008,36
7676,12,C09,2009,36
7677,12,C09,2010,36
7678,12,C09,2011,36
7679,12,C09,2012,36
7680,12,C09,2013,13
7681,12,C09,2014,36
7682,12,C09,2015,36
7683,12,C10,1999,36
7684,12,C10,2000,36
7685,12,C10,2001,36
7686,12,C10,2002,36
7687,12,C10,2003,36
7688,12,C10,2004,36
7689,12,C10,2005,36
7690,12,C10,2006,36
7691,12,C10,2007,36
7692,12,C10,2008,36
7693,12,C10,2009,36
7694,12,C10,2010,36
7695,12,C10,2011,36
7696,12,C10,2012,36
7697,12,C10,2013,10
7698,12,C10,2014,36
7699,12,C10,2015,36
7700,12,C11,1999,36
7701,12,C11,2000,36
7702,12,C11,2001,36
7703,12,C11,2002,36
7704,12,C11,2003,36
7705,12,C11,2004,36
7706,12,C11,2005,36
7707,12,C11,2006,36
7708,12,C11,2007,36
7709,12,C11,2008,36
7710,12,C11,2009,18
7711,12,C11,2010,36
7712,12,C11,2011,36
7713,12,C11,2012,36
7714,12,C11,2013,13
7715,12,C11,2014,36
7716,12,C11,2015,36
7717,12,C12,1999,18
7718,12,C12,2003,18
7719,12,C12,2004,18
7720,12,C12,2006,18
7721,12,C12,2007,18
7722,12,C12,2008,36
7723,12,C12,2009,36
7724,12,C12,2010,36
7725,12,C12,2011,36
7726,12,C12,2012,36
7727,12,C12,2013,5
7728,12,C12,2014,36
7729,12,C12,2015,36
7730,12,C13,1999,36
7731,12,C13,2000,36
7732,12,C13,2001,36
7733,12,C13,2002,36
7734,12,C13,2003,36
7735,12,C13,2004,36
7736,12,C13,2005,36
7737,12,C13,2006,36
7738,12,C13,2007,36
7739,12,C13,2008,36
7740,12,C13,2009,36
7741,12,C13,2010,36
7742,12,C13,2011,18
7743,12,C13,2012,36
7744,12,C13,2013,7
7745,12,C13,2014,36
7746,12,C13,2015,36
7747,12,C14,1999,36
7748,12,C14,2000,36
7749,12,C14,2001,36
7750,12,C14,2002,36
7751,12,C14,2003,36
7752,12,C14,2004,36
7753,12,C14,2005,36
7754,12,C14,2006,36
7755,12,C14,2007,36
7756,12,C14,2008,36
7757,12,C14,2009,18
7758,12,C14,2010,36
7759,12,C14,2011,36
7760,12,C14,2012,36
7761,12,C14,2013,6
7762,12,C14,2014,36
7763,12,C14,2015,36
7764,12,C15,1999,36
7765,12,C15,2000,36
7766,12,C15,2001,36
7767,12,C15,2002,36
7768,12,C15,2003,36
7769,12,C15,2004,36
7770,12,C15,2005,36
7771,12,C15,2006,36
7772,12,C15,2007,36
7773,12,C15,2008,36
7774,12,C15,2009,36
7775,12,C15,2010,36
7776,12,C15,2011,36
7777,12,C15,2012,36
7778,12,C15,2013,20
7779,12,C15,2014,36
7780,12,C15,2015,36
7781,12,C16,1999,36
7782,12,C16,2000,36
7783,12,C16,2001,36
7784,12,C16,2002,36
7785,12,C16,2003,36
7786,12,C16,2004,36
7787,12,C16,2005,36
7788,12,C16,2006,36
7789,12,C16,2007,36
7790,12,C16,2008,36
7791,12,C16,2009,36
7792,12,C16,2010,36
7793,12,C16,2011,36
7794,12,C16,2012,36
7795,12,C16,2013,23
7796,12,C16,2014,36
7797,12,C16,2015,36
7798,12,C17,1999,36
7799,12,C17,2000,36
7800,12,C17,2001,36
7801,12,C17,2002,36
7802,12,C17,2003,36
7803,12,C17,2004,36
7804,12,C17,2005,36
7805,12,C17,2006,36
7806,12,C17,2007,36
7807,12,C17,2008,36
7808,12,C17,2009,36
7809,12,C17,2010,36
7810,12,C17,2011,36
7811,12,C17,2012,36
7812,12,C17,2013,15
7813,12,C17,2014,36
7814,12,C17,2015,36
7815,12,C18,1999,36
7816,12,C18,2000,36
7817,12,C18,2001,36
7818,12,C18,2002,36
7819,12,C18,2003,36
7820,12,C18,2004,36
7821,12,C18,2005,36
7822,12,C18,2006,36
7823,12,C18,2007,36
7824,12,C18,2008,36
7825,12,C18,2009,36
7826,12,C18,2010,36
7827,12,C18,2011,36
7828,12,C18,2012,36
7829,12,C18,2013,25
7830,12,C18,2014,36
7831,12,C18,2015,36
7832,12,C19,1999,36
7833,12,C19,2000,36
7834,12,C19,2001,36
7835,12,C19,2002,36
7836,12,C19,2003,36
7837,12,C19,2004,36
7838,12,C19,2005,36
7839,12,C19,2006,36
7840,12,C19,2007,36
7841,12,C19,2008,36
7842,12,C19,2009,36
7843,12,C19,2010,36
7844,12,C19,2011,36
7845,12,C19,2012,36
7846,12,C19,2013,18
7847,12,C19,2014,36
7848,12,C19,2015,36
7849,12,C20,1999,36
7850,12,C20,2000,36
7851,12,C20,2001,36
7852,12,C20,2002,36
7853,12,C20,2003,36
7854,12,C20,2004,36
7855,12,C20,2005,36
7856,12,C20,2006,36
7857,12,C20,2007,36
7858,12,C20,2008,36
7859,12,C20,2009,36
7860,12,C20,2010,36
7861,12,C20,2011,36
7862,12,C20,2012,36
7863,12,C20,2013,26
7864,12,C20,2014,36
7865,12,C20,2015,36
7866,12,C21,1999,36
7867,12,C21,2000,36
7868,12,C21,2001,36
7869,12,C21,2002,36
7870,12,C21,2003,36
7871,12,C21,2004,36
7872,12,C21,2005,36
7873,12,C21,2006,36
7874,12,C21,2007,36
7875,12,C21,2008,36
7876,12,C21,2009,36
7877,12,C21,2010,36
7878,12,C21,2011,36
7879,12,C21,2012,36
7880,12,C21,2013,10
7881,12,C21,2014,36
7882,12,C21,2015,36
7883,12,C22,1999,36
7884,12,C22,2000,36
7885,12,C22,2001,36
7886,12,C22,2002,36
7887,12,C22,2003,36
7888,12,C22,2004,36
7889,12,C22,2005,36
7890,12,C22,2006,36
7891,12,C22,2007,36
7892,12,C22,2008,36
7893,12,C22,2009,36
7894,12,C22,2010,36
7895,12,C22,2011,36
7896,12,C22,2012,36
7897,12,C22,2013,22
7898,12,C22,2014,36
7899,12,C22,2015,36
7900,12,C23,1999,36
7901,12,C23,2000,36
7902,12,C23,2001,36
7903,12,C23,2002,36
7904,12,C23,2003,36
7905,12,C23,2004,36
7906,12,C23,2005,36
7907,12,C23,2006,36
7908,12,C23,2007,36
7909,12,C23,2008,36
7910,12,C23,2009,36
7911,12,C23,2010,36
7912,12,C23,2011,36
7913,12,C23,2012,36
7914,12,C23,2013,16
7915,12,C23,2014,36
7916,12,C23,2015,36
7917,12,C24,1999,36
7918,12,C24,2000,36
7919,12,C24,2001,36
7920,12,C24,2002,36
7921,12,C24,2003,36
7922,12,C24,2004,36
7923,12,C24,2005,36
