DsCzer02,18.59090909090909
DsDzia01,30.536516853932586
DsLegRzeczA,44.6220238095238
DsLegZlotor,41.48854489164092
DsOlawaSemi,43.14548192771085
DsOsieczow,25.974431818181817
DsPolkKasz,34.21698630136986
DsSzczKopPM,49.636585365853655
DsWrocWie,47.87058823529413
DsWrocWisA,61.93126760563377
DsZgorzBohA,39.45125348189415
KpBydgUjejskiego,18.646067415730336
KpBydgWPola,32.14339622641509
KpCiechoTezniowa,29.84559386973179
KpGrudzIkara,22.639285714285716
KpInowrSolan,17.214285714285715
KpInowrSolankowa,17.214285714285715
KpKoniczZMSP,36.73929961089494
KpNakloPiotraSkargi,43.38611111111111
KpNakloSkargi,43.38611111111111
KpPiech,22.28565891472869
KpSadlog,17.8694606060606
KpTorunDziewulsk,43.44488188976378
KpTorunSzpMiejski,34.85374149659864
KpWloclLady,24.433846153846154
KpWloclOkrzei,39.863235294117636
KpWloclSielska,25.71333333333333
KpWolice,13.880566801619441
KpZielBoryTuch,23.989518413597708
KpZninPotockiego,41.217307692307685
LbBialaPOrzechowa,36.20059880239521
LbChelmJagWIOS,31.320000000000007
LbKrasnikKoszarowa,40.464480874316955
LbLublin_Sliwins_5,32.02456647398843
LbLukowBrowarna,39.85950413223141
LbPulawySkowieszynska,29.78252788104092
LbRadzyPSitkowskiego,35.11818181818182
LbRejowiecFabrWIOS,30.80761245674741
LbTomaszowLubWIOS,18.09467455621302
LbZamoscHrubieszowsk,33.11275964391692
LdKutnoWIOSMWilcza,45.122252747252766
LdLodzWIOSARubinst,49.12119402985072
LdLodzWSSEMRudzka,50.7596428571428
LdOpocznWIOSMPlKosci,58.2595744680851
LdPabianWIOSMKilinsk,55.647021943573684
LdPiotrkWIOSMSienkie,50.19866666666667
LdRadomsWSSEMZeromsk,46.15562130177514
LdSieradWSSEMGrunwal,42.68895348837208
LdSkiernWSSEMReymont,45.92305084745761
LuGorzowWIOS_AUT,45.57471720116617
LuGorzowWIOS_MAN,25.960614525139654
LuZaryWIOS_MAN,24.697819314641745
LuZgoraWIOS_AUT,30.104803493449783
MpBochniWSSEKons0105,50.42058823529412
MpGorlicWIOSKras0511,39.29305135951662
MpGorlicWSSELegi0501,39.83783783783784
MpKrakowWIOSBuja6119,47.8957528957529
MpKrakowWIOSBulw6118,65.94568690095846
MpKrakowWIOSPrad6115,96.70491803278688
MpMaPodhWIOSKosc1508,59.276162790697676
MpNSaczWIOSNadb6205,77.07228915662651
MpNSaczWIOSPija6204,49.510373443983404
MpProszWIOSKrol1404,69.14912280701755
MpTarnowWIOSBitw6304,44.90878378378378
MpTrzebiWIOSPils0303,49.18484507042254
MpTuchowWIOSSzop1602,56.44767441860465
MpWadowiWIOSPSka1805,60.91525423728814
MpWielicWIOSNiep1904,58.37577639751553
MpZakopaWIOSRown1701,43.3033033033033
MzCiechStrazacka,38.72560975609756
MzGranicaKPN,31.037499999999962
MzLegionZegIMGW,37.888439306358386
MzMlawaOrdona,33.28012048192771
MzOstrolTargowa,30.859885386819496
MzOtwockBrzoz,38.50271493212669
MzPiastowPulask,41.01682847896438
MzTluszczJKiel,31.3071186440678
MzWarszBernWoda,34.63650793650796
MzWarszKrucza,33.23103448275863
MzWarszSGGW,30.81653543307086
MzWolOgrodowa,34.6537414965986
OpGlub1pyl,44.303030303030305
OpKlucz2pyl,40.76190476190476
OpNamys2pyl,41.829383886255926
OpOlesno3pyl,48.26479750778816
OpOpole4pyl,35.22816901408451
PdBialyMiejska,27.716129032258063
PdLomzaSikorskiego,29.94195223880597
PdSuwPulaski,22.12899701492537
PkJarosWIOSJanPawII,44.86055900621113
PkJasloWIOSFlor2,40.115497076023395
PkJasloWIOSSikorskiego,44.43770491803283
PkKrosnoWIOSKletowki,39.99936102236421
PkMielWIOSZarzStr,40.56203966005666
PkNiskoWIOSSzklar,38.22200557103065
PkPrzemWIOSPDom,42.309337349397566
PkPrzemyslWIOSMick,50.62054380664655
PkRzeszWIOSSzop,39.94454022988504
Pm.00.s237m,30.01497975708502
Pm.00.s481m,30.614225941422596
Pm.06.s712m,33.03884297520661
Pm11WLADw07m,20.301845018450184
Pm.15.s129m,31.813503649635035
Pm.63.wDSMm,28.435393258426966
Pm.63.wDSPm,26.702265372168284
Pm.AM12.a,33.03884297520661
Pm.aw07m,30.155339805825243
Pm.aw08m,30.72121212121213
Pm.D,17.02173913043478
SkBuskoWios2,33.45126988636361
SkKielJagielWios,41.864531034482745
SkKielKusoc,40.632240697674426
SkOzarowMiec,27.27166666666667
SkOzarowOsWz,33.38666666666666
SkPolanTrzc,26.752136752136753
SlBielbBiel_kossa,47.351585014409224
SlCieszCies_13mic,34.76865671641791
SlCzestCzes_baczy,38.951298701298704
SlDabroDabr_1000L,48.77708978328173
SlGodowWodz_wodzi,59.18508287292818
SlKatowKato_kossu,52.01657458563536
SlKnuroKnu1_gliwi,59.0958904109589
SlLubliLubl_piask,42.82685512367491
SlMyszkMysz_myszk,61.39763779527559
SlPszczPszc_boged,64.41791044776119
SlRacibRaci_studz,56.39446366782007
SlRybniRybn_borki,70.55673758865248
SlTarnoTarn_litew,42.53508771929825
SlZabrzZabr_sklod,53.918238993710695
SlZawieZawi_zawie,43.60702875399361
SlZoryzZory_sikor,44.89387755102041
SlZywieZywi_koper,59.456204379562045
WmElblagWIOS_Bazynsk,26.478278500000002
WmNidzicaWIOS_Traugut,30.158808018575865
WmOlsztyWIOS_Puszkin,22.117597765363126
WmPuszcz_IOS_Borecka,18.752813370473536
WpGnieznoPM10,30.021875
WpLeszno411000,39.49577464788731
WpOstrowWlkpPM10,37.75795053003531
WpPila5710111,32.49901960784314
WpTarnowoPodgornePM10/10,29.987889273356394
WpWagrowiecPM10/10,30.918085106382986
WpWKPKalisz007/10,35.2910034602076
ZpGryfWiduchowa003,27.84437869822487
ZpKoszalin006,24.978846153846153
ZpSzcSzczecinek008,36.095527156549515
ZpSzcSzczecinek009,35.894780219780216
ZpSzczecin001,28.515014164305963
ZpSzczecin002,33.87944444444443
ZpSzczecin004,26.215123966942144
