DsGlogWiStwo,28.934659090909076
DsJelGorSoko,28.17441860465115
DsLegAlRzecz,35.08044692737431
DsNowRudSreb,46.47977839335182
DsOlawZolnAK,29.9968660968661
DsOlesBrzozo,28.913573407202225
DsOsieczow21,18.665819209039547
DsPolKasztan,27.077118644067795
DsSwidnRynek,31.47913043478261
DsSzczaKolej,28.28296089385476
DsWalbrzWyso,27.383381088825193
DsWrocOrzech,28.539490445859855
DsWrocWybCon,36.60330578512398
DsZgorBohGet,27.184146341463435
DsZlotoStasz,31.074344023323615
KpBrodKochan,34.02567012232416
KpBydPlPozna,35.77825941971833
KpCiechTezni,27.003287895209578
KpGrudSienki,37.23111110169492
KpInowSolank,27.525000148459377
KpKoniczynka,31.23479494214875
KpNaklSkargi,43.40998065833334
KpToruDziewu,29.045619235616428
KpWloclOkrze,35.261770900928774
KpWloclSiels,26.282387166189125
KpZielBoryTu,17.52039106145253
LbBiaPodOrze,33.82644628099174
LbChelJagiel,34.621776504298
LbKrasKoszar,32.16568047337278
LbLubSliwins,29.232876712328768
LbPulaSkowie,31.17543859649123
LbRadzPodSit,31.167123287671235
LbZamoHrubie,31.96418732782369
LdBrzeReform,41.598082191780826
LdKutnKosciu,34.792307692307695
LdLodzLegion,42.8989010989011
LdLodzRudzka,39.90532212885154
LdLowiczSien,40.642191780821925
LdOpocPlKosc,55.75401662049862
LdPabiKilins,39.284210526315796
LdPioTrKraPr,40.708356545961
LdRadomsRoln,43.6060606060606
LdRawaNiepod,37.290109890109896
LdSierGrunwa,35.125205479452056
LdSkierKonop,39.03753424657535
LdToMaSwAnto,42.642739726027386
LdWieluPOW12,35.0975138121547
LdZduWoKrole,41.95631868131867
LuGorzKosGdy,29.766481994459866
LuGorzPilsud,19.95014245014247
LuSulecDudka,27.404129793510325
LuWsKaziWiel,25.54325068870525
LuZarySzyman,26.808767123287673
LuZielKrotka,24.96149253731343
MpBochKonfed,36.233149171270725
MpBukowKolejMOB,37.107142857142854
MpGorlKrasin,29.455307262569832
MpKrakBujaka,45.14730878186969
